time	 inp	 pre	 bininp	 binpre	 lstinp	 lstpre	 votepre
21:56:42	 256	 0	 0000000010	 0	 [9]	 []	 []
21:56:42	 0	 0	 0000000000	 0	 []	 []	 []
21:56:42	 128	 0	 0000000100	 0	 [8]	 []	 []
21:56:42	 0	 0	 0000000000	 0	 []	 []	 []
21:56:42	 0	 0	 0000000000	 0	 []	 []	 []
21:56:42	 0	 0	 0000000000	 0	 []	 []	 []
21:56:42	 0	 0	 0000000000	 0	 []	 []	 []
21:56:42	 0	 0	 0000000000	 0	 []	 []	 []
21:56:42	 0	 0	 0000000000	 0	 []	 []	 []
21:56:42	 67	 0	 1100001000	 0	 [1, 2, 7]	 []	 []
21:56:42	 0	 0	 0000000000	 0	 []	 []	 []
21:56:42	 1	 68	 1000000000	 0010001	 [1]	 [3, 7]	 [0.0, 0.5, 1.0, 0.0, 0.0, 0.0, 1.0]
21:56:42	 0	 0	 0000000000	 0	 []	 []	 [0.0, 0.5, 1.0, 0.0, 0.0, 0.0, 1.0]
21:56:42	 4	 0	 0010000000	 0	 [3]	 []	 [0.0, 0.5, 1.0, 0.0, 0.0, 0.0, 1.0]
21:56:42	 0	 0	 0000000000	 0	 []	 []	 [0.0, 0.5, 1.0, 0.0, 0.0, 0.0, 1.0]
21:56:43	 512	 0	 0000000001	 0	 [10]	 []	 [0.0, 0.5, 1.0, 0.0, 0.0, 0.0, 1.0]
21:56:43	 128	 0	 0000000100	 0	 [8]	 []	 [0.0, 0.5, 1.0, 0.0, 0.0, 0.0, 1.0]
21:56:43	 516	 0	 0010000001	 0	 [3, 10]	 []	 [0.0, 0.5, 1.0, 0.0, 0.0, 0.0, 1.0]
21:56:43	 0	 0	 0000000000	 0	 []	 []	 [0.0, 0.5, 1.0, 0.0, 0.0, 0.0, 1.0]
21:56:43	 0	 0	 0000000000	 0	 []	 []	 [0.0, 0.5, 1.0, 0.0, 0.0, 0.0, 1.0]
21:56:43	 0	 0	 0000000000	 0	 []	 []	 [0.0, 0.5, 1.0, 0.0, 0.0, 0.0, 1.0]
21:56:43	 0	 0	 0000000000	 0	 []	 []	 [0.0, 0.5, 1.0, 0.0, 0.0, 0.0, 1.0]
21:56:43	 0	 0	 0000000000	 0	 []	 []	 [0.0, 0.5, 1.0, 0.0, 0.0, 0.0, 1.0]
21:56:43	 0	 0	 0000000000	 0	 []	 []	 [0.0, 0.5, 1.0, 0.0, 0.0, 0.0, 1.0]
21:56:43	 0	 0	 0000000000	 0	 []	 []	 [0.0, 0.5, 1.0, 0.0, 0.0, 0.0, 1.0]
21:56:43	 0	 0	 0000000000	 0	 []	 []	 [0.0, 0.5, 1.0, 0.0, 0.0, 0.0, 1.0]
21:56:43	 0	 0	 0000000000	 0	 []	 []	 [0.0, 0.5, 1.0, 0.0, 0.0, 0.0, 1.0]
21:56:43	 0	 0	 0000000000	 0	 []	 []	 [0.0, 0.5, 1.0, 0.0, 0.0, 0.0, 1.0]
21:56:43	 0	 0	 0000000000	 0	 []	 []	 [0.0, 0.5, 1.0, 0.0, 0.0, 0.0, 1.0]
21:56:43	 0	 0	 0000000000	 0	 []	 []	 [0.0, 0.5, 1.0, 0.0, 0.0, 0.0, 1.0]
21:56:43	 64	 2	 0000001000	 01	 [7]	 [2]	 [0.5, 1.0, 0.5]
21:56:43	 1	 68	 1000000000	 0010001	 [1]	 [3, 7]	 [0.0, 0.5, 1.0, 0.0, 0.0, 0.0, 1.0]
21:56:44	 512	 5	 0000000001	 101	 [10]	 [1, 3]	 [1.0, 0.0, 1.0]
21:56:44	 0	 0	 0000000000	 0	 []	 []	 [1.0, 0.0, 1.0]
21:56:44	 0	 0	 0000000000	 0	 []	 []	 [1.0, 0.0, 1.0]
21:56:44	 0	 0	 0000000000	 0	 []	 []	 [1.0, 0.0, 1.0]
21:56:44	 256	 0	 0000000010	 0	 [9]	 []	 [1.0, 0.0, 1.0]
