time	 inp	 pre	 bininp	 binpre	 lstinp	 lstpre	 votepre
19:55:06	 512	 0	 0000000001	 0	 [10]	 []	 []
19:55:06	 0	 0	 0000000000	 0	 []	 []	 []
19:55:06	 1	 0	 1000000000	 0	 [1]	 []	 []
19:55:06	 0	 0	 0000000000	 0	 []	 []	 []
19:55:06	 1	 0	 1000000000	 0	 [1]	 []	 []
19:55:06	 64	 0	 0000001000	 0	 [7]	 []	 []
19:55:06	 264	 0	 0001000010	 0	 [4, 9]	 []	 []
19:55:06	 257	 8	 1000000010	 0001	 [1, 9]	 [4]	 [0, 0, 0, 1]
19:55:06	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 1]
19:55:06	 16	 0	 0000100000	 0	 [5]	 []	 [0, 0, 0, 1]
19:55:06	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 1]
19:55:06	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 1]
19:55:06	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 1]
19:55:06	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 1]
19:55:06	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 1]
19:55:06	 8	 256	 0001000000	 000000001	 [4]	 [9]	 [0, 0, 0, 0, 0, 0, 0, 0, 1]
19:55:06	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 0, 1]
19:55:06	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 0, 1]
19:55:06	 32	 0	 0000010000	 0	 [6]	 []	 [0, 0, 0, 0, 0, 0, 0, 0, 1]
19:55:06	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 0, 1]
19:55:06	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 0, 1]
19:55:06	 528	 0	 0000100001	 0	 [5, 10]	 []	 [0, 0, 0, 0, 0, 0, 0, 0, 1]
19:55:06	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 0, 1]
19:55:06	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 0, 1]
19:55:06	 64	 0	 0000001000	 0	 [7]	 []	 [0, 0, 0, 0, 0, 0, 0, 0, 1]
19:55:06	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 0, 1]
19:55:06	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 0, 1]
19:55:06	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 0, 1]
19:55:06	 4	 0	 0010000000	 0	 [3]	 []	 [0, 0, 0, 0, 0, 0, 0, 0, 1]
19:55:06	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 0, 1]
19:55:07	 512	 16	 0000000001	 00001	 [10]	 [5]	 [0, 0, 0, 0, 1]
19:55:07	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 1]
19:55:07	 532	 0	 0010100001	 0	 [3, 5, 10]	 []	 [0, 0, 0, 0, 1]
19:55:07	 514	 20	 0100000001	 00101	 [2, 10]	 [3, 5]	 [0, 0, 2, 0, 2]
19:55:07	 8	 256	 0001000000	 000000001	 [4]	 [9]	 [0, 0, 0, 0, 0, 0, 0, 0, 1]
19:55:07	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 0, 1]
19:55:07	 128	 0	 0000000100	 0	 [8]	 []	 [0, 0, 0, 0, 0, 0, 0, 0, 1]
19:55:07	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 0, 1]
19:55:07	 512	 20	 0000000001	 00101	 [10]	 [3, 5]	 [0, 1, 2, 0, 2]
19:55:07	 0	 0	 0000000000	 0	 []	 []	 [0, 1, 2, 0, 2]
19:55:07	 0	 0	 0000000000	 0	 []	 []	 [0, 1, 2, 0, 2]
19:55:07	 0	 0	 0000000000	 0	 []	 []	 [0, 1, 2, 0, 2]
19:55:07	 0	 0	 0000000000	 0	 []	 []	 [0, 1, 2, 0, 2]
19:55:07	 0	 0	 0000000000	 0	 []	 []	 [0, 1, 2, 0, 2]
19:55:07	 0	 0	 0000000000	 0	 []	 []	 [0, 1, 2, 0, 2]
19:55:07	 2	 512	 0100000000	 0000000001	 [2]	 [10]	 [0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
19:55:07	 256	 9	 0000000010	 1001	 [9]	 [1, 4]	 [1, 0, 0, 1]
19:55:07	 0	 0	 0000000000	 0	 []	 []	 [1, 0, 0, 1]
19:55:07	 16	 516	 0000100000	 0010000001	 [5]	 [3, 10]	 [0, 0, 2, 0, 0, 0, 0, 0, 0, 2]
19:55:07	 256	 9	 0000000010	 1001	 [9]	 [1, 4]	 [1, 0, 0, 1]
19:55:07	 0	 0	 0000000000	 0	 []	 []	 [1, 0, 0, 1]
19:55:07	 0	 0	 0000000000	 0	 []	 []	 [1, 0, 0, 1]
19:55:07	 0	 0	 0000000000	 0	 []	 []	 [1, 0, 0, 1]
19:55:08	 256	 9	 0000000010	 1001	 [9]	 [1, 4]	 [1, 0, 0, 1]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [1, 0, 0, 1]
19:55:08	 20	 512	 0010100000	 0000000001	 [3, 5]	 [10]	 [0, 0, 0, 0, 0, 0, 0, 0, 0, 3]
19:55:08	 16	 516	 0000100000	 0010000001	 [5]	 [3, 10]	 [0, 0, 2, 0, 0, 0, 0, 0, 0, 2]
19:55:08	 4	 528	 0010000000	 0000100001	 [3]	 [5, 10]	 [0, 0, 0, 0, 2, 0, 0, 0, 0, 2]
19:55:08	 32	 0	 0000010000	 0	 [6]	 []	 [0, 0, 0, 0, 2, 0, 0, 0, 0, 2]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 2, 0, 0, 0, 0, 2]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 2, 0, 0, 0, 0, 2]
19:55:08	 56	 516	 0001110000	 0010000001	 [4, 5, 6]	 [3, 10]	 [0, 0, 2, 0, 0, 0, 0, 0, 1, 2]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 2, 0, 0, 0, 0, 0, 1, 2]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 2, 0, 0, 0, 0, 0, 1, 2]
19:55:08	 512	 20	 0000000001	 00101	 [10]	 [3, 5]	 [0, 1, 2, 0, 2]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 1, 2, 0, 2]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 1, 2, 0, 2]
19:55:08	 2	 512	 0100000000	 0000000001	 [2]	 [10]	 [0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
19:55:08	 96	 24	 0000011000	 00011	 [6, 7]	 [4, 5]	 [0, 0, 0, 2, 2]
19:55:08	 16	 556	 0000100000	 0011010001	 [5]	 [3, 4, 6, 10]	 [0, 0, 2, 2, 0, 2, 0, 0, 0, 2]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 2, 2, 0, 2, 0, 0, 0, 2]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 2, 2, 0, 2, 0, 0, 0, 2]
19:55:08	 16	 556	 0000100000	 0011010001	 [5]	 [3, 4, 6, 10]	 [0, 0, 2, 2, 0, 2, 0, 0, 0, 2]
19:55:08	 66	 544	 0100001000	 0000010001	 [2, 7]	 [6, 10]	 [0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
19:55:08	 64	 34	 0000001000	 010001	 [7]	 [2, 6]	 [0, 1, 0, 0, 0, 1]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 1, 0, 0, 0, 1]
19:55:08	 8	 48	 0001000000	 000011	 [4]	 [5, 6]	 [0, 0, 0, 0, 2, 2, 0, 0, 1]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 2, 2, 0, 0, 1]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 2, 2, 0, 0, 1]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 2, 2, 0, 0, 1]
19:55:08	 64	 34	 0000001000	 010001	 [7]	 [2, 6]	 [0, 1, 0, 0, 0, 1]
19:55:08	 32	 24	 0000010000	 00011	 [6]	 [4, 5]	 [0, 0, 0, 2, 2, 0, 1]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 2, 2, 0, 1]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 2, 2, 0, 1]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 2, 2, 0, 1]
19:55:08	 4	 528	 0010000000	 0000100001	 [3]	 [5, 10]	 [0, 0, 0, 0, 2, 0, 0, 0, 0, 2]
19:55:08	 16	 556	 0000100000	 0011010001	 [5]	 [3, 4, 6, 10]	 [0, 0, 2, 2, 0, 2, 0, 0, 0, 2]
19:55:08	 1	 256	 1000000000	 000000001	 [1]	 [9]	 [0, 0, 0, 0, 0, 0, 0, 0, 1]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 0, 1]
19:55:08	 512	 20	 0000000001	 00101	 [10]	 [3, 5]	 [0, 1, 2, 0, 2]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 1, 2, 0, 2]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 1, 2, 0, 2]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 1, 2, 0, 2]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 1, 2, 0, 2]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 1, 2, 0, 2]
19:55:08	 128	 0	 0000000100	 0	 [8]	 []	 [0, 1, 2, 0, 2]
19:55:08	 128	 0	 0000000100	 0	 [8]	 []	 [0, 1, 2, 0, 2]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 1, 2, 0, 2]
19:55:08	 66	 544	 0100001000	 0000010001	 [2, 7]	 [6, 10]	 [0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
19:55:08	 8	 48	 0001000000	 000011	 [4]	 [5, 6]	 [0, 0, 0, 0, 2, 2, 0, 0, 1]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 2, 2, 0, 0, 1]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 2, 2, 0, 0, 1]
19:55:08	 136	 48	 0001000100	 000011	 [4, 8]	 [5, 6]	 [0, 0, 0, 0, 2, 2, 0, 0, 1]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 2, 2, 0, 0, 1]
19:55:08	 192	 42	 0000001100	 010101	 [7, 8]	 [2, 4, 6]	 [0, 1, 0, 1, 0, 1]
19:55:08	 4	 528	 0010000000	 0000100001	 [3]	 [5, 10]	 [0, 0, 0, 0, 2, 0, 0, 0, 0, 2]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 2, 0, 0, 0, 0, 2]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 2, 0, 0, 0, 0, 2]
19:55:08	 8	 48	 0001000000	 000011	 [4]	 [5, 6]	 [0, 0, 0, 0, 2, 2, 0, 1, 1]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 2, 2, 0, 1, 1]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 2, 2, 0, 1, 1]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 2, 2, 0, 1, 1]
19:55:08	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 2, 2, 0, 1, 1]
