time	 inp	 pre	 bininp	 binpre	 lstinp	 lstpre
18:24:07	 0	 0	 00000000000000	 0	 []	 []
18:24:07	 0	 0	 00000000000000	 0	 []	 []
18:24:07	 4	 0	 00100000000000	 0	 [2]	 []
18:24:07	 8192	 0	 00000000000001	 0	 [13]	 []
18:24:07	 0	 0	 00000000000000	 0	 []	 []
18:24:07	 0	 0	 00000000000000	 0	 []	 []
18:24:07	 0	 0	 00000000000000	 0	 []	 []
18:24:07	 0	 0	 00000000000000	 0	 []	 []
18:24:07	 0	 0	 00000000000000	 0	 []	 []
18:24:07	 0	 0	 00000000000000	 0	 []	 []
18:24:07	 1024	 8192	 00000000001000	 00000000000001	 [10]	 [13]
18:24:07	 0	 0	 00000000000000	 0	 []	 []
18:24:08	 512	 8192	 00000000010000	 00000000000001	 [9]	 [13]
18:24:08	 8704	 0	 00000000010001	 0	 [9, 13]	 []
18:24:08	 0	 0	 00000000000000	 0	 []	 []
18:24:08	 0	 0	 00000000000000	 0	 []	 []
18:24:08	 68	 0	 00100010000000	 0	 [2, 6]	 []
18:24:08	 0	 0	 00000000000000	 0	 []	 []
18:24:08	 144	 0	 00001001000000	 0	 [4, 7]	 []
18:24:08	 4096	 0	 00000000000010	 0	 [12]	 []
18:24:08	 0	 0	 00000000000000	 0	 []	 []
18:24:08	 2	 0	 01000000000000	 0	 [1]	 []
18:24:08	 0	 0	 00000000000000	 0	 []	 []
18:24:08	 600	 8324	 00011010010000	 00100001000001	 [3, 4, 6, 9]	 [2, 7, 13]
18:24:08	 1024	 0	 00000000001000	 0	 [10]	 []
18:24:08	 4224	 16	 00000001000010	 00001	 [7, 12]	 [4]
18:24:08	 0	 0	 00000000000000	 0	 []	 []
18:24:09	 8192	 512	 00000000000001	 0000000001	 [13]	 [9]
18:24:09	 80	 520	 00001010000000	 0001000001	 [4, 6]	 [3, 9]
18:24:09	 0	 0	 00000000000000	 0	 []	 []
18:24:09	 256	 0	 00000000100000	 0	 [8]	 []
18:24:09	 2064	 584	 00001000000100	 0001001001	 [4, 11]	 [3, 6, 9]
18:24:09	 4	 64	 00100000000000	 0000001	 [2]	 [6]
18:24:09	 16	 584	 00001000000000	 0001001001	 [4]	 [3, 6, 9]
18:24:09	 64	 536	 00000010000000	 0001100001	 [6]	 [3, 4, 9]
18:24:10	 8	 592	 00010000000000	 0000101001	 [3]	 [4, 6, 9]
18:24:10	 512	 88	 00000000010000	 0001101	 [9]	 [3, 4, 6]
18:24:10	 4260	 80	 00100101000010	 0000101	 [2, 5, 7, 12]	 [4, 6]
18:24:10	 2	 0	 01000000000000	 0	 [1]	 []
18:24:10	 2048	 16	 00000000000100	 00001	 [11]	 [4]
18:24:10	 129	 4132	 10000001000000	 0010010000001	 [0, 7]	 [2, 5, 12]
18:24:10	 0	 0	 00000000000000	 0	 []	 []
18:24:10	 0	 0	 00000000000000	 0	 []	 []
18:24:10	 4	 4256	 00100000000000	 0000010100001	 [2]	 [5, 7, 12]
18:24:10	 0	 0	 00000000000000	 0	 []	 []
18:24:10	 0	 0	 00000000000000	 0	 []	 []
18:24:11	 8224	 4228	 00000100000001	 0010000100001	 [5, 13]	 [2, 7, 12]
18:24:11	 0	 0	 00000000000000	 0	 []	 []
18:24:11	 0	 0	 00000000000000	 0	 []	 []
18:24:11	 0	 0	 00000000000000	 0	 []	 []
18:24:11	 0	 0	 00000000000000	 0	 []	 []
18:24:11	 0	 0	 00000000000000	 0	 []	 []
18:24:11	 256	 0	 00000000100000	 0	 [8]	 []
18:24:11	 0	 0	 00000000000000	 0	 []	 []
18:24:11	 0	 0	 00000000000000	 0	 []	 []
18:24:11	 0	 0	 00000000000000	 0	 []	 []
18:24:11	 0	 0	 00000000000000	 0	 []	 []
18:24:11	 0	 0	 00000000000000	 0	 []	 []
18:24:11	 0	 0	 00000000000000	 0	 []	 []
18:24:11	 0	 0	 00000000000000	 0	 []	 []
18:24:11	 0	 0	 00000000000000	 0	 []	 []
18:24:11	 4352	 167	 00000000100010	 11100101	 [8, 12]	 [0, 1, 2, 5, 7]
18:24:11	 0	 0	 00000000000000	 0	 []	 []
18:24:11	 8	 592	 00010000000000	 0000101001	 [3]	 [4, 6, 9]
18:24:11	 4	 4256	 00100000000000	 0000010100001	 [2]	 [5, 7, 12]
18:24:11	 2	 0	 01000000000000	 0	 [1]	 []
18:24:11	 1024	 0	 00000000001000	 0	 [10]	 []
18:24:12	 64	 536	 00000010000000	 0001100001	 [6]	 [3, 4, 9]
18:24:12	 64	 536	 00000010000000	 0001100001	 [6]	 [3, 4, 9]
18:24:12	 0	 0	 00000000000000	 0	 []	 []
18:24:12	 0	 0	 00000000000000	 0	 []	 []
18:24:12	 0	 0	 00000000000000	 0	 []	 []
18:24:12	 0	 0	 00000000000000	 0	 []	 []
18:24:12	 0	 0	 00000000000000	 0	 []	 []
18:24:12	 8256	 536	 00000010000001	 0001100001	 [6, 13]	 [3, 4, 9]
18:24:12	 0	 0	 00000000000000	 0	 []	 []
18:24:12	 32	 4228	 00000100000000	 0010000100001	 [5]	 [2, 7, 12]
18:24:12	 0	 0	 00000000000000	 0	 []	 []
18:24:12	 0	 0	 00000000000000	 0	 []	 []
18:24:12	 16	 584	 00001000000000	 0001001001	 [4]	 [3, 6, 9]
18:24:12	 0	 0	 00000000000000	 0	 []	 []
18:24:12	 0	 0	 00000000000000	 0	 []	 []
18:24:13	 64	 536	 00000010000000	 0001100001	 [6]	 [3, 4, 9]
18:24:13	 0	 0	 00000000000000	 0	 []	 []
18:24:13	 0	 0	 00000000000000	 0	 []	 []
18:24:13	 4096	 167	 00000000000010	 11100101	 [12]	 [0, 1, 2, 5, 7]
18:24:13	 1024	 0	 00000000001000	 0	 [10]	 []
18:24:13	 0	 0	 00000000000000	 0	 []	 []
18:24:13	 17	 584	 10001000000000	 0001001001	 [0, 4]	 [3, 6, 9]
18:24:13	 2	 0	 01000000000000	 0	 [1]	 []
18:24:13	 0	 0	 00000000000000	 0	 []	 []
18:24:13	 0	 0	 00000000000000	 0	 []	 []
18:24:13	 1	 144	 10000000000000	 00001001	 [0]	 [4, 7]
18:24:13	 8	 592	 00010000000000	 0000101001	 [3]	 [4, 6, 9]
18:24:13	 0	 0	 00000000000000	 0	 []	 []
18:24:14	 1025	 144	 10000000001000	 00001001	 [0, 10]	 [4, 7]
18:24:14	 0	 0	 00000000000000	 0	 []	 []
18:24:14	 2048	 16	 00000000000100	 00001	 [11]	 [4]
18:24:14	 0	 0	 00000000000000	 0	 []	 []
18:24:14	 0	 0	 00000000000000	 0	 []	 []
18:24:14	 2	 0	 01000000000000	 0	 [1]	 []
18:24:14	 1	 1168	 10000000000000	 00001001001	 [0]	 [4, 7, 10]
18:24:14	 0	 0	 00000000000000	 0	 []	 []
18:24:14	 0	 0	 00000000000000	 0	 []	 []
18:24:14	 0	 0	 00000000000000	 0	 []	 []
18:24:14	 8	 592	 00010000000000	 0000101001	 [3]	 [4, 6, 9]
18:24:14	 1024	 1	 00000000001000	 1	 [10]	 [0]
18:24:14	 2	 0	 01000000000000	 0	 [1]	 []
18:24:14	 0	 0	 00000000000000	 0	 []	 []
18:24:14	 0	 0	 00000000000000	 0	 []	 []
18:24:15	 1024	 1	 00000000001000	 1	 [10]	 [0]
18:24:15	 1	 1168	 10000000000000	 00001001001	 [0]	 [4, 7, 10]
18:24:15	 4096	 167	 00000000000010	 11100101	 [12]	 [0, 1, 2, 5, 7]
18:24:15	 0	 0	 00000000000000	 0	 []	 []
18:24:15	 0	 0	 00000000000000	 0	 []	 []
18:24:15	 0	 0	 00000000000000	 0	 []	 []
18:24:15	 0	 0	 00000000000000	 0	 []	 []
18:24:15	 0	 0	 00000000000000	 0	 []	 []
18:24:15	 8208	 584	 00001000000001	 0001001001	 [4, 13]	 [3, 6, 9]
18:24:15	 2048	 16	 00000000000100	 00001	 [11]	 [4]
18:24:15	 8256	 536	 00000010000001	 0001100001	 [6, 13]	 [3, 4, 9]
18:24:16	 256	 4096	 00000000100000	 0000000000001	 [8]	 [12]
18:24:16	 1	 1168	 10000000000000	 00001001001	 [0]	 [4, 7, 10]
18:24:16	 0	 0	 00000000000000	 0	 []	 []
18:24:16	 0	 0	 00000000000000	 0	 []	 []
18:24:16	 0	 0	 00000000000000	 0	 []	 []
18:24:16	 0	 0	 00000000000000	 0	 []	 []
18:24:16	 0	 0	 00000000000000	 0	 []	 []
18:24:16	 0	 0	 00000000000000	 0	 []	 []
18:24:16	 0	 0	 00000000000000	 0	 []	 []
18:24:16	 0	 0	 00000000000000	 0	 []	 []
18:24:16	 0	 0	 00000000000000	 0	 []	 []
18:24:16	 0	 0	 00000000000000	 0	 []	 []
18:24:16	 0	 0	 00000000000000	 0	 []	 []
18:24:16	 1024	 1	 00000000001000	 1	 [10]	 [0]
18:24:16	 0	 0	 00000000000000	 0	 []	 []
18:24:16	 0	 0	 00000000000000	 0	 []	 []
18:24:16	 136	 4724	 00010001000000	 0010111001001	 [3, 7]	 [2, 4, 5, 6, 9, 12]
18:24:16	 0	 0	 00000000000000	 0	 []	 []
18:24:16	 276	 4841	 00101000100000	 1001011101001	 [2, 4, 8]	 [0, 3, 5, 6, 7, 9, 12]
18:24:16	 0	 0	 00000000000000	 0	 []	 []
18:24:16	 32	 4228	 00000100000000	 0010000100001	 [5]	 [2, 7, 12]
18:24:17	 8192	 624	 00000000000001	 0000111001	 [13]	 [4, 5, 6, 9]
18:24:17	 0	 0	 00000000000000	 0	 []	 []
18:24:17	 8192	 624	 00000000000001	 0000111001	 [13]	 [4, 5, 6, 9]
18:24:17	 8704	 88	 00000000010001	 0001101	 [9, 13]	 [3, 4, 6]
18:24:17	 2	 0	 01000000000000	 0	 [1]	 []
