time	 inp	 pre	 bininp	 binpre	 lstinp	 lstpre
20:36:43	 0	 0	 000000000000	 0	 []	 []
20:36:43	 256	 0	 000000001000	 0	 [8]	 []
20:36:43	 0	 256	 000000000000	 000000001	 []	 [8]
20:36:43	 256	 0	 000000001000	 0	 [8]	 []
20:36:43	 0	 256	 000000000000	 000000001	 []	 [8]
20:36:43	 64	 256	 000000100000	 000000001	 [6]	 [8]
20:36:43	 64	 256	 000000100000	 000000001	 [6]	 [8]
20:36:43	 2304	 0	 000000001001	 0	 [8, 11]	 []
20:36:43	 2176	 256	 000000010001	 000000001	 [7, 11]	 [8]
20:36:43	 1028	 0	 001000000010	 0	 [2, 10]	 []
20:36:43	 520	 0	 000100000100	 0	 [3, 9]	 []
20:36:43	 513	 8	 100000000100	 0001	 [0, 9]	 [3]
20:36:43	 256	 2048	 000000001000	 000000000001	 [8]	 [11]
20:36:43	 0	 0	 000000000000	 0	 []	 []
20:36:43	 2	 0	 010000000000	 0	 [1]	 []
20:36:43	 1024	 4	 000000000010	 001	 [10]	 [2]
20:36:43	 8	 512	 000100000000	 0000000001	 [3]	 [9]
20:36:43	 160	 2048	 000001010000	 000000000001	 [5, 7]	 [11]
20:36:43	 2340	 128	 001001001001	 00000001	 [2, 5, 8, 11]	 [7]
20:36:43	 0	 0	 000000000000	 0	 []	 []
20:36:43	 64	 0	 000000100000	 0	 [6]	 []
20:36:43	 0	 0	 000000000000	 0	 []	 []
20:36:43	 18	 0	 010010000000	 0	 [1, 4]	 []
20:36:43	 8	 512	 000100000000	 0000000001	 [3]	 [9]
20:36:44	 0	 0	 000000000000	 0	 []	 []
20:36:44	 530	 9	 010010000100	 1001	 [1, 4, 9]	 [0, 3]
20:36:44	 0	 0	 000000000000	 0	 []	 []
20:36:44	 513	 18	 100000000100	 01001	 [0, 9]	 [1, 4]
20:36:44	 0	 0	 000000000000	 0	 []	 []
20:36:44	 288	 2052	 000001001000	 001000000001	 [5, 8]	 [2, 11]
20:36:44	 514	 16	 010000000100	 00001	 [1, 9]	 [4]
20:36:44	 0	 0	 000000000000	 0	 []	 []
20:36:44	 128	 2080	 000000010000	 000001000001	 [7]	 [5, 11]
20:36:44	 0	 0	 000000000000	 0	 []	 []
20:36:44	 16	 514	 000010000000	 0100000001	 [4]	 [1, 9]
20:36:44	 201	 512	 100100110000	 0000000001	 [0, 3, 6, 7]	 [9]
20:36:44	 0	 0	 000000000000	 0	 []	 []
20:36:44	 0	 0	 000000000000	 0	 []	 []
20:36:44	 0	 0	 000000000000	 0	 []	 []
20:36:44	 0	 0	 000000000000	 0	 []	 []
20:36:44	 0	 0	 000000000000	 0	 []	 []
20:36:44	 128	 73	 000000010000	 1001001	 [7]	 [0, 3, 6]
20:36:44	 2	 528	 010000000000	 0000100001	 [1]	 [4, 9]
20:36:44	 2048	 292	 000000000001	 001001001	 [11]	 [2, 5, 8]
20:36:44	 256	 2084	 000000001000	 001001000001	 [8]	 [2, 5, 11]
20:36:44	 272	 2084	 000010001000	 001001000001	 [4, 8]	 [2, 5, 11]
20:36:44	 128	 73	 000000010000	 1001001	 [7]	 [0, 3, 6]
20:36:44	 104	 2437	 000101100000	 101000011001	 [3, 5, 6]	 [0, 2, 7, 8, 11]
20:36:44	 256	 2084	 000000001000	 001001000001	 [8]	 [2, 5, 11]
