time	 inp	 pre	 bininp	 binpre	 lstinp	 lstpre	 votepre
23:06:24	 0	 0	 0000000000	 0	 []	 []	 []
23:06:24	 0	 0	 0000000000	 0	 []	 []	 []
23:06:24	 144	 0	 0000100100	 0	 [5, 8]	 []	 []
23:06:24	 1	 0	 1000000000	 0	 [1]	 []	 []
23:06:24	 0	 0	 0000000000	 0	 []	 []	 []
23:06:24	 16	 128	 0000100000	 00000001	 [5]	 [8]	 [0, 0, 0, 0, 0, 0, 0, 1]
23:06:24	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 1]
23:06:24	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 1]
23:06:24	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 1]
23:06:24	 384	 16	 0000000110	 00001	 [8, 9]	 [5]	 [0, 0, 0, 0, 1]
23:06:24	 256	 128	 0000000010	 00000001	 [9]	 [8]	 [0, 0, 0, 0, 0, 0, 0, 1]
23:06:24	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 1]
23:06:24	 20	 128	 0010100000	 00000001	 [3, 5]	 [8]	 [0, 0, 0, 0, 0, 0, 0, 1]
23:06:24	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 1]
23:06:24	 576	 0	 0000001001	 0	 [7, 10]	 []	 [0, 0, 0, 0, 0, 0, 0, 1]
23:06:24	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 1]
23:06:24	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 1]
23:06:24	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 1]
23:06:24	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 1]
23:06:24	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 1]
23:06:24	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 1]
23:06:24	 512	 64	 0000000001	 0000001	 [10]	 [7]	 [0, 0, 0, 0, 0, 0, 1]
23:06:24	 128	 272	 0000000100	 000010001	 [8]	 [5, 9]	 [0, 0, 0, 0, 1, 0, 0, 0, 1]
23:06:24	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 1, 0, 0, 0, 1]
23:06:25	 512	 64	 0000000001	 0000001	 [10]	 [7]	 [0, 0, 0, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 1]
23:06:25	 8	 0	 0001000000	 0	 [4]	 []	 [0, 0, 0, 0, 0, 0, 1]
23:06:25	 64	 512	 0000001000	 0000000001	 [7]	 [10]	 [0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
23:06:25	 2	 0	 0100000000	 0	 [2]	 []	 [0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
23:06:25	 512	 64	 0000000001	 0000001	 [10]	 [7]	 [0, 0, 0, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 1]
23:06:25	 8	 0	 0001000000	 0	 [4]	 []	 [0, 0, 0, 0, 0, 0, 1]
23:06:25	 128	 272	 0000000100	 000010001	 [8]	 [5, 9]	 [0, 0, 0, 0, 1, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 1, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 1, 0, 0, 0, 1]
23:06:25	 32	 0	 0000010000	 0	 [6]	 []	 [0, 0, 0, 0, 1, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 1, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 1, 0, 0, 0, 1]
23:06:25	 2	 0	 0100000000	 0	 [2]	 []	 [0, 0, 0, 0, 1, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 1, 0, 0, 0, 1]
23:06:25	 32	 0	 0000010000	 0	 [6]	 []	 [0, 0, 0, 0, 1, 0, 0, 0, 1]
23:06:25	 129	 272	 1000000100	 000010001	 [1, 8]	 [5, 9]	 [0, 0, 0, 0, 1, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 1, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 1, 0, 0, 0, 1]
23:06:25	 16	 132	 0000100000	 00100001	 [5]	 [3, 8]	 [0, 0, 1, 0, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 1, 0, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 1, 0, 0, 0, 0, 1]
23:06:25	 1	 128	 1000000000	 00000001	 [1]	 [8]	 [0, 0, 0, 0, 0, 0, 0, 1]
23:06:25	 16	 132	 0000100000	 00100001	 [5]	 [3, 8]	 [0, 0, 1, 0, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 1, 0, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 1, 0, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 1, 0, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 1, 0, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 1, 0, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 1, 0, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 1, 0, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 1, 0, 0, 0, 0, 1]
23:06:25	 8	 0	 0001000000	 0	 [4]	 []	 [0, 0, 1, 0, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 1, 0, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 1, 0, 0, 0, 0, 1]
23:06:25	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 1, 0, 0, 0, 0, 1]
