time	 inp	 bininp	 pre	 binpre	 lstinp	 lstpre
20:19:39	 4	 257	 001000000000	 100000001	 [4]	 [1, 256]
20:19:39	 1536	 24	 000000000110	 00011	 [512, 1024]	 [8, 16]
20:19:39	 2564	 257	 001000000101	 100000001	 [4, 512, 2048]	 [1, 256]
20:19:39	 16	 1032	 000010000000	 00010000001	 [16]	 [8, 1024]
20:19:39	 1	 260	 100000000000	 001000001	 [1]	 [4, 256]
20:19:39	 512	 2052	 000000000100	 001000000001	 [512]	 [4, 2048]
20:19:39	 0	 0	 000000000000	 0	 []	 []
20:19:39	 0	 0	 000000000000	 0	 []	 []
20:19:39	 0	 0	 000000000000	 0	 []	 []
20:19:39	 0	 0	 000000000000	 0	 []	 []
20:19:39	 1024	 24	 000000000010	 00011	 [1024]	 [8, 16]
20:19:39	 512	 2052	 000000000100	 001000000001	 [512]	 [4, 2048]
20:19:39	 8	 1040	 000100000000	 00001000001	 [8]	 [16, 1024]
20:19:39	 0	 0	 000000000000	 0	 []	 []
20:19:39	 0	 0	 000000000000	 0	 []	 []
20:19:39	 8	 1040	 000100000000	 00001000001	 [8]	 [16, 1024]
20:19:39	 2048	 516	 000000000001	 0010000001	 [2048]	 [4, 512]
20:19:39	 8	 1040	 000100000000	 00001000001	 [8]	 [16, 1024]
20:19:39	 128	 17	 000000010000	 10001	 [128]	 [1, 16]
20:19:39	 32	 1024	 000001000000	 00000000001	 [32]	 [1024]
20:19:39	 0	 0	 000000000000	 0	 []	 []
20:19:39	 64	 4	 000000100000	 001	 [64]	 [4]
20:19:39	 2048	 516	 000000000001	 0010000001	 [2048]	 [4, 512]
20:19:39	 64	 4	 000000100000	 001	 [64]	 [4]
20:19:39	 32	 1024	 000001000000	 00000000001	 [32]	 [1024]
20:19:39	 0	 0	 000000000000	 0	 []	 []
20:19:39	 70	 2817	 011000100000	 100000001101	 [2, 4, 64]	 [1, 256, 512, 2048]
20:19:39	 2048	 516	 000000000001	 0010000001	 [2048]	 [4, 512]
20:19:39	 580	 2307	 001000100100	 110000001001	 [4, 64, 512]	 [1, 2, 256, 2048]
20:19:39	 2560	 4	 000000000101	 001	 [512, 2048]	 [4]
20:19:39	 0	 0	 000000000000	 0	 []	 []
20:19:39	 1	 260	 100000000000	 001000001	 [1]	 [4, 256]
20:19:39	 2048	 516	 000000000001	 0010000001	 [2048]	 [4, 512]
20:19:39	 1089	 516	 100000100010	 0010000001	 [1, 64, 1024]	 [4, 512]
20:19:39	 0	 0	 000000000000	 0	 []	 []
20:19:39	 1170	 73	 010010010010	 1001001	 [2, 16, 128, 1024]	 [1, 8, 64]
20:19:39	 0	 0	 000000000000	 0	 []	 []
20:19:39	 0	 0	 000000000000	 0	 []	 []
20:19:39	 138	 1040	 010100010000	 00001000001	 [2, 8, 128]	 [16, 1024]
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 72	 1030	 000100100000	 01100000001	 [8, 64]	 [2, 4, 1024]
20:19:40	 512	 2116	 000000000100	 001000100001	 [512]	 [4, 64, 2048]
20:19:40	 32	 1024	 000001000000	 00000000001	 [32]	 [1024]
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 1024	 146	 000000000010	 01001001	 [1024]	 [2, 16, 128]
20:19:40	 8	 1170	 000100000000	 01001001001	 [8]	 [2, 16, 128, 1024]
20:19:40	 257	 1604	 100000001000	 00100010011	 [1, 256]	 [4, 64, 512, 1024]
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 1344	 663	 000000101010	 1110100101	 [64, 256, 1024]	 [1, 2, 4, 16, 128, 512]
20:19:40	 64	 1799	 000000100000	 11100000111	 [64]	 [1, 2, 4, 256, 512, 1024]
20:19:40	 2065	 1158	 100010000001	 01100001001	 [1, 16, 2048]	 [2, 4, 128, 1024]
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 1024	 210	 000000000010	 01001011	 [1024]	 [2, 16, 64, 128]
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 514	 1236	 010000000100	 00101011001	 [2, 512]	 [4, 16, 64, 128, 1024]
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 64	 1799	 000000100000	 11100000111	 [64]	 [1, 2, 4, 256, 512, 1024]
20:19:40	 16	 1154	 000010000000	 01000001001	 [16]	 [2, 128, 1024]
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 2052	 577	 001000000001	 1000001001	 [4, 2048]	 [1, 64, 512]
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 1152	 26	 000000010010	 01011	 [128, 1024]	 [2, 8, 16]
20:19:40	 32	 1024	 000001000000	 00000000001	 [32]	 [1024]
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 4	 2883	 001000000000	 110000101101	 [4]	 [1, 2, 64, 256, 512, 2048]
20:19:40	 128	 1042	 000000010000	 01001000001	 [128]	 [2, 16, 1024]
20:19:40	 1098	 144	 010100100010	 00001001	 [2, 8, 64, 1024]	 [16, 128]
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 4	 2883	 001000000000	 110000101101	 [4]	 [1, 2, 64, 256, 512, 2048]
20:19:40	 1	 3412	 100000000000	 001010101011	 [1]	 [4, 16, 64, 256, 1024, 2048]
20:19:40	 2048	 533	 000000000001	 1010100001	 [2048]	 [1, 4, 16, 512]
20:19:40	 1056	 218	 000001000010	 01011011	 [32, 1024]	 [2, 8, 16, 64, 128]
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 8	 1090	 000100000000	 01000010001	 [8]	 [2, 64, 1024]
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 32	 1024	 000001000000	 00000000001	 [32]	 [1024]
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 8	 1090	 000100000000	 01000010001	 [8]	 [2, 64, 1024]
20:19:40	 64	 1034	 000000100000	 01010000001	 [64]	 [2, 8, 1024]
20:19:40	 512	 2116	 000000000100	 001000100001	 [512]	 [4, 64, 2048]
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 4	 2883	 001000000000	 110000101101	 [4]	 [1, 2, 64, 256, 512, 2048]
20:19:40	 1041	 202	 100010000010	 01010011	 [1, 16, 1024]	 [2, 8, 64, 128]
20:19:40	 64	 1034	 000000100000	 01010000001	 [64]	 [2, 8, 1024]
20:19:40	 384	 1042	 000000011000	 01001000001	 [128, 256]	 [2, 16, 1024]
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 132	 1042	 001000010000	 01001000001	 [4, 128]	 [2, 16, 1024]
20:19:40	 128	 1042	 000000010000	 01001000001	 [128]	 [2, 16, 1024]
20:19:40	 1192	 82	 000101010010	 0100101	 [8, 32, 128, 1024]	 [2, 16, 64]
20:19:40	 64	 1034	 000000100000	 01010000001	 [64]	 [2, 8, 1024]
20:19:40	 160	 1034	 000001010000	 01010000001	 [32, 128]	 [2, 8, 1024]
20:19:40	 1	 3412	 100000000000	 001010101011	 [1]	 [4, 16, 64, 256, 1024, 2048]
20:19:40	 32	 1160	 000001000000	 00010001001	 [32]	 [8, 128, 1024]
20:19:40	 12	 1218	 001100000000	 01000011001	 [4, 8]	 [2, 64, 128, 1024]
20:19:40	 770	 1220	 010000001100	 00100011001	 [2, 256, 512]	 [4, 64, 128, 1024]
20:19:40	 1024	 218	 000000000010	 01011011	 [1024]	 [2, 8, 16, 64, 128]
20:19:40	 2193	 1034	 100010010001	 01010000001	 [1, 16, 128, 2048]	 [2, 8, 1024]
20:19:40	 16	 3203	 000010000000	 110000010011	 [16]	 [1, 2, 128, 1024, 2048]
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 1040	 139	 000010000010	 11010001	 [16, 1024]	 [1, 2, 8, 128]
20:19:40	 16	 3203	 000010000000	 110000010011	 [16]	 [1, 2, 128, 1024, 2048]
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 160	 1050	 000001010000	 01011000001	 [32, 128]	 [2, 8, 16, 1024]
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 3072	 219	 000000000011	 11011011	 [1024, 2048]	 [1, 2, 8, 16, 64, 128]
20:19:40	 64	 1034	 000000100000	 01010000001	 [64]	 [2, 8, 1024]
20:19:40	 64	 1034	 000000100000	 01010000001	 [64]	 [2, 8, 1024]
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 8	 1154	 000100000000	 01000001001	 [8]	 [2, 128, 1024]
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 4	 2883	 001000000000	 110000101101	 [4]	 [1, 2, 64, 256, 512, 2048]
20:19:40	 18	 1160	 010010000000	 00010001001	 [2, 16]	 [8, 128, 1024]
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 2560	 149	 000000000101	 10101001	 [512, 2048]	 [1, 4, 16, 128]
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 8	 1154	 000100000000	 01000001001	 [8]	 [2, 128, 1024]
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 5	 2768	 101000000000	 000010110101	 [1, 4]	 [16, 64, 128, 512, 2048]
20:19:40	 836	 1035	 001000101100	 11010000001	 [4, 64, 256, 512]	 [1, 2, 8, 1024]
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 512	 324	 000000000100	 001000101	 [512]	 [4, 64, 256]
20:19:40	 2048	 661	 000000000001	 1010100101	 [2048]	 [1, 4, 16, 128, 512]
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 0	 0	 000000000000	 0	 []	 []
20:19:40	 1	 3216	 100000000000	 000010010011	 [1]	 [16, 128, 1024, 2048]
20:19:40	 64	 1806	 000000100000	 01110000111	 [64]	 [2, 4, 8, 256, 512, 1024]
20:19:41	 261	 2752	 101000001000	 000000110101	 [1, 4, 256]	 [64, 128, 512, 2048]
20:19:41	 0	 0	 000000000000	 0	 []	 []
20:19:41	 0	 0	 000000000000	 0	 []	 []
20:19:41	 144	 3083	 000010010000	 110100000011	 [16, 128]	 [1, 2, 8, 1024, 2048]
20:19:41	 0	 0	 000000000000	 0	 []	 []
20:19:41	 4	 832	 001000000000	 0000001011	 [4]	 [64, 256, 512]
20:19:41	 32	 1160	 000001000000	 00010001001	 [32]	 [8, 128, 1024]
20:19:41	 2048	 661	 000000000001	 1010100101	 [2048]	 [1, 4, 16, 128, 512]
20:19:41	 2048	 661	 000000000001	 1010100101	 [2048]	 [1, 4, 16, 128, 512]
20:19:41	 1024	 250	 000000000010	 01011111	 [1024]	 [2, 8, 16, 32, 64, 128]
20:19:41	 1152	 123	 000000010010	 1101111	 [128, 1024]	 [1, 2, 8, 16, 32, 64]
20:19:41	 64	 1806	 000000100000	 01110000111	 [64]	 [2, 4, 8, 256, 512, 1024]
20:19:41	 0	 0	 000000000000	 0	 []	 []
20:19:41	 256	 580	 000000001000	 0010001001	 [256]	 [4, 64, 512]
20:19:41	 2	 1240	 010000000000	 00011011001	 [2]	 [8, 16, 64, 128, 1024]
20:19:41	 0	 0	 000000000000	 0	 []	 []
20:19:41	 6	 1992	 011000000000	 00010011111	 [2, 4]	 [8, 64, 128, 256, 512, 1024]
20:19:41	 0	 0	 000000000000	 0	 []	 []
20:19:41	 0	 0	 000000000000	 0	 []	 []
20:19:41	 0	 0	 000000000000	 0	 []	 []
20:19:41	 0	 0	 000000000000	 0	 []	 []
20:19:41	 0	 0	 000000000000	 0	 []	 []
20:19:41	 0	 0	 000000000000	 0	 []	 []
20:19:41	 1	 3216	 100000000000	 000010010011	 [1]	 [16, 128, 1024, 2048]
20:19:41	 64	 1806	 000000100000	 01110000111	 [64]	 [2, 4, 8, 256, 512, 1024]
20:19:41	 2	 1240	 010000000000	 00011011001	 [2]	 [8, 16, 64, 128, 1024]
20:19:41	 96	 1032	 000001100000	 00010000001	 [32, 64]	 [8, 1024]
20:19:41	 64	 1806	 000000100000	 01110000111	 [64]	 [2, 4, 8, 256, 512, 1024]
20:19:41	 1	 3216	 100000000000	 000010010011	 [1]	 [16, 128, 1024, 2048]
20:19:41	 4	 832	 001000000000	 0000001011	 [4]	 [64, 256, 512]
20:19:41	 2048	 661	 000000000001	 1010100101	 [2048]	 [1, 4, 16, 128, 512]
20:19:41	 1024	 250	 000000000010	 01011111	 [1024]	 [2, 8, 16, 32, 64, 128]
20:19:41	 0	 0	 000000000000	 0	 []	 []
20:19:41	 64	 1806	 000000100000	 01110000111	 [64]	 [2, 4, 8, 256, 512, 1024]
20:19:41	 16	 3203	 000010000000	 110000010011	 [16]	 [1, 2, 128, 1024, 2048]
20:19:41	 1024	 250	 000000000010	 01011111	 [1024]	 [2, 8, 16, 32, 64, 128]
20:19:41	 4	 832	 001000000000	 0000001011	 [4]	 [64, 256, 512]
20:19:41	 72	 1026	 000100100000	 01000000001	 [8, 64]	 [2, 1024]
20:19:41	 2048	 661	 000000000001	 1010100101	 [2048]	 [1, 4, 16, 128, 512]
20:19:41	 0	 0	 000000000000	 0	 []	 []
20:19:41	 0	 0	 000000000000	 0	 []	 []
20:19:41	 16	 3203	 000010000000	 110000010011	 [16]	 [1, 2, 128, 1024, 2048]
20:19:41	 16	 3203	 000010000000	 110000010011	 [16]	 [1, 2, 128, 1024, 2048]
20:19:41	 2048	 661	 000000000001	 1010100101	 [2048]	 [1, 4, 16, 128, 512]
20:19:41	 256	 580	 000000001000	 0010001001	 [256]	 [4, 64, 512]
20:19:41	 2304	 725	 000000001001	 1010101101	 [256, 2048]	 [1, 4, 16, 64, 128, 512]
20:19:41	 16	 3203	 000010000000	 110000010011	 [16]	 [1, 2, 128, 1024, 2048]
20:19:41	 0	 0	 000000000000	 0	 []	 []
20:19:41	 16	 3203	 000010000000	 110000010011	 [16]	 [1, 2, 128, 1024, 2048]
20:19:41	 2048	 661	 000000000001	 1010100101	 [2048]	 [1, 4, 16, 128, 512]
20:19:41	 512	 324	 000000000100	 001000101	 [512]	 [4, 64, 256]
20:19:41	 2056	 1170	 000100000001	 01001001001	 [8, 2048]	 [2, 16, 128, 1024]
20:19:41	 0	 0	 000000000000	 0	 []	 []
20:19:41	 305	 1216	 100011001000	 00000011001	 [1, 16, 32, 256]	 [64, 128, 1024]
20:19:41	 3202	 89	 010000010011	 1001101	 [2, 128, 1024, 2048]	 [1, 8, 16, 64]
20:19:41	 10	 1152	 010100000000	 00000001001	 [2, 8]	 [128, 1024]
20:19:41	 2	 1224	 010000000000	 00010011001	 [2]	 [8, 64, 128, 1024]
20:19:41	 642	 3160	 010000010100	 000110100011	 [2, 128, 512]	 [8, 16, 64, 1024, 2048]
20:19:41	 2	 1224	 010000000000	 00010011001	 [2]	 [8, 64, 128, 1024]
20:19:41	 8	 1154	 000100000000	 01000001001	 [8]	 [2, 128, 1024]
20:19:41	 3680	 411	 000001100111	 110110011	 [32, 64, 512, 1024, 2048]	 [1, 2, 8, 16, 128, 256]
20:19:41	 32	 3673	 000001000000	 100110100111	 [32]	 [1, 8, 16, 64, 512, 1024, 2048]
20:19:41	 0	 0	 000000000000	 0	 []	 []
20:19:41	 0	 0	 000000000000	 0	 []	 []
20:19:41	 1	 272	 100000000000	 000010001	 [1]	 [16, 256]
20:19:41	 32	 3673	 000001000000	 100110100111	 [32]	 [1, 8, 16, 64, 512, 1024, 2048]
20:19:41	 0	 0	 000000000000	 0	 []	 []
20:19:41	 1	 272	 100000000000	 000010001	 [1]	 [16, 256]
20:19:41	 64	 3616	 000000100000	 000001000111	 [64]	 [32, 512, 1024, 2048]
20:19:41	 0	 0	 000000000000	 0	 []	 []
20:19:41	 0	 0	 000000000000	 0	 []	 []
20:19:41	 0	 0	 000000000000	 0	 []	 []
20:19:41	 1029	 3066	 101000000010	 010111111101	 [1, 4, 1024]	 [2, 8, 16, 32, 64, 128, 256, 512, 2048]
20:19:41	 192	 3618	 000000110000	 010001000111	 [64, 128]	 [2, 32, 512, 1024, 2048]
20:19:41	 16	 1153	 000010000000	 10000001001	 [16]	 [1, 128, 1024]
20:19:41	 0	 0	 000000000000	 0	 []	 []
20:19:41	 32	 3673	 000001000000	 100110100111	 [32]	 [1, 8, 16, 64, 512, 1024, 2048]
20:19:41	 0	 0	 000000000000	 0	 []	 []
20:19:41	 0	 0	 000000000000	 0	 []	 []
20:19:41	 2048	 1791	 000000000001	 11111111011	 [2048]	 [1, 2, 4, 8, 16, 32, 64, 128, 512, 1024]
20:19:42	 2064	 1763	 000010000001	 11000111011	 [16, 2048]	 [1, 2, 32, 64, 128, 512, 1024]
20:19:42	 64	 3616	 000000100000	 000001000111	 [64]	 [32, 512, 1024, 2048]
20:19:42	 4	 833	 001000000000	 1000001011	 [4]	 [1, 64, 256, 512]
20:19:42	 64	 3616	 000000100000	 000001000111	 [64]	 [32, 512, 1024, 2048]
20:19:42	 4	 833	 001000000000	 1000001011	 [4]	 [1, 64, 256, 512]
20:19:42	 0	 0	 000000000000	 0	 []	 []
20:19:42	 3072	 763	 000000000011	 1101111101	 [1024, 2048]	 [1, 2, 8, 16, 32, 64, 128, 512]
20:19:42	 0	 0	 000000000000	 0	 []	 []
20:19:42	 10	 1152	 010100000000	 00000001001	 [2, 8]	 [128, 1024]
20:19:42	 0	 0	 000000000000	 0	 []	 []
20:19:42	 0	 0	 000000000000	 0	 []	 []
20:19:42	 0	 0	 000000000000	 0	 []	 []
20:19:42	 5	 4048	 101000000000	 000010111111	 [1, 4]	 [16, 64, 128, 256, 512, 1024, 2048]
20:19:42	 0	 0	 000000000000	 0	 []	 []
20:19:42	 0	 0	 000000000000	 0	 []	 []
20:19:42	 68	 3872	 001000100000	 000001001111	 [4, 64]	 [32, 256, 512, 1024, 2048]
20:19:42	 1	 272	 100000000000	 000010001	 [1]	 [16, 256]
20:19:42	 0	 0	 000000000000	 0	 []	 []
20:19:42	 0	 0	 000000000000	 0	 []	 []
20:19:42	 136	 3090	 000100010000	 010010000011	 [8, 128]	 [2, 16, 1024, 2048]
20:19:42	 2	 1224	 010000000000	 00010011001	 [2]	 [8, 64, 128, 1024]
20:19:42	 128	 3098	 000000010000	 010110000011	 [128]	 [2, 8, 16, 1024, 2048]
20:19:42	 0	 0	 000000000000	 0	 []	 []
20:19:42	 548	 3393	 001001000100	 100000101011	 [4, 32, 512]	 [1, 64, 256, 1024, 2048]
20:19:42	 640	 3190	 000000010100	 011011100011	 [128, 512]	 [2, 4, 16, 32, 64, 1024, 2048]
20:19:42	 32	 3673	 000001000000	 100110100111	 [32]	 [1, 8, 16, 64, 512, 1024, 2048]
20:19:42	 0	 0	 000000000000	 0	 []	 []
20:19:42	 0	 0	 000000000000	 0	 []	 []
20:19:42	 160	 3603	 000001010000	 110010000111	 [32, 128]	 [1, 2, 16, 512, 1024, 2048]
20:19:42	 4	 832	 001000000000	 0000001011	 [4]	 [64, 256, 512]
20:19:42	 2056	 1267	 000100000001	 11001111001	 [8, 2048]	 [1, 2, 16, 32, 64, 128, 1024]
20:19:42	 324	 3619	 001000101000	 110001000111	 [4, 64, 256]	 [1, 2, 32, 512, 1024, 2048]
20:19:42	 1024	 2811	 000000000010	 110111110101	 [1024]	 [1, 2, 8, 16, 32, 64, 128, 512, 2048]
20:19:42	 0	 0	 000000000000	 0	 []	 []
20:19:42	 0	 0	 000000000000	 0	 []	 []
20:19:42	 512	 3172	 000000000100	 001001100011	 [512]	 [4, 32, 64, 1024, 2048]
20:19:42	 2056	 1267	 000100000001	 11001111001	 [8, 2048]	 [1, 2, 16, 32, 64, 128, 1024]
20:19:42	 2048	 1791	 000000000001	 11111111011	 [2048]	 [1, 2, 4, 8, 16, 32, 64, 128, 512, 1024]
20:19:42	 512	 3172	 000000000100	 001001100011	 [512]	 [4, 32, 64, 1024, 2048]
20:19:42	 0	 0	 000000000000	 0	 []	 []
20:19:42	 256	 629	 000000001000	 1010111001	 [256]	 [1, 4, 16, 32, 64, 512]
20:19:42	 64	 3616	 000000100000	 000001000111	 [64]	 [32, 512, 1024, 2048]
20:19:42	 136	 3090	 000100010000	 010010000011	 [8, 128]	 [2, 16, 1024, 2048]
20:19:42	 0	 0	 000000000000	 0	 []	 []
20:19:42	 100	 3849	 001001100000	 100100001111	 [4, 32, 64]	 [1, 8, 256, 512, 1024, 2048]
20:19:42	 0	 0	 000000000000	 0	 []	 []
20:19:42	 1024	 2811	 000000000010	 110111110101	 [1024]	 [1, 2, 8, 16, 32, 64, 128, 512, 2048]
20:19:42	 2057	 1266	 100100000001	 01001111001	 [1, 8, 2048]	 [2, 16, 32, 64, 128, 1024]
20:19:42	 34	 3784	 010001000000	 000100110111	 [2, 32]	 [8, 64, 128, 512, 1024, 2048]
20:19:42	 512	 3172	 000000000100	 001001100011	 [512]	 [4, 32, 64, 1024, 2048]
20:19:42	 2242	 1597	 010000110001	 10111100011	 [2, 64, 128, 2048]	 [1, 4, 8, 16, 32, 512, 1024]
20:19:42	 2048	 1791	 000000000001	 11111111011	 [2048]	 [1, 2, 4, 8, 16, 32, 64, 128, 512, 1024]
20:19:42	 640	 3170	 000000010100	 010001100011	 [128, 512]	 [2, 32, 64, 1024, 2048]
20:19:42	 64	 3622	 000000100000	 011001000111	 [64]	 [2, 4, 32, 512, 1024, 2048]
20:19:42	 256	 629	 000000001000	 1010111001	 [256]	 [1, 4, 16, 32, 64, 512]
20:19:42	 179	 3144	 110011010000	 000100100011	 [1, 2, 16, 32, 128]	 [8, 64, 1024, 2048]
20:19:42	 256	 629	 000000001000	 1010111001	 [256]	 [1, 4, 16, 32, 64, 512]
20:19:42	 40	 3795	 000101000000	 110010110111	 [8, 32]	 [1, 2, 16, 64, 128, 512, 1024, 2048]
20:19:42	 544	 3543	 000001000100	 111010111011	 [32, 512]	 [1, 2, 4, 16, 64, 128, 256, 1024, 2048]
20:19:42	 2	 1169	 010000000000	 10001001001	 [2]	 [1, 16, 128, 1024]
20:19:42	 0	 0	 000000000000	 0	 []	 []
20:19:42	 129	 3122	 100000010000	 010011000011	 [1, 128]	 [2, 16, 32, 1024, 2048]
20:19:42	 3073	 762	 100000000011	 0101111101	 [1, 1024, 2048]	 [2, 8, 16, 32, 64, 128, 512]
20:19:42	 16	 163	 000010000000	 11000101	 [16]	 [1, 2, 32, 128]
20:19:43	 1024	 2811	 000000000010	 110111110101	 [1024]	 [1, 2, 8, 16, 32, 64, 128, 512, 2048]
20:19:43	 1024	 2811	 000000000010	 110111110101	 [1024]	 [1, 2, 8, 16, 32, 64, 128, 512, 2048]
20:19:43	 0	 0	 000000000000	 0	 []	 []
20:19:43	 3604	 491	 001010000111	 110101111	 [4, 16, 512, 1024, 2048]	 [1, 2, 8, 32, 64, 128, 256]
20:19:43	 0	 0	 000000000000	 0	 []	 []
20:19:43	 8	 1154	 000100000000	 01000001001	 [8]	 [2, 128, 1024]
20:19:43	 256	 629	 000000001000	 1010111001	 [256]	 [1, 4, 16, 32, 64, 512]
20:19:43	 0	 0	 000000000000	 0	 []	 []
