time	 inp	 pre	 bininp	 binpre	 lstinp	 lstpre	 votepre
11:19:14	 128	 0	 0000000100	 0	 [8]	 []	 []
11:19:14	 0	 0	 0000000000	 0	 []	 []	 []
11:19:14	 0	 0	 0000000000	 0	 []	 []	 []
11:19:14	 0	 0	 0000000000	 0	 []	 []	 []
11:19:14	 256	 0	 0000000010	 0	 [9]	 []	 []
11:19:14	 0	 0	 0000000000	 0	 []	 []	 []
11:19:14	 0	 0	 0000000000	 0	 []	 []	 []
11:19:14	 0	 0	 0000000000	 0	 []	 []	 []
11:19:14	 0	 0	 0000000000	 0	 []	 []	 []
11:19:14	 32	 0	 0000010000	 0	 [6]	 []	 []
11:19:14	 0	 0	 0000000000	 0	 []	 []	 []
11:19:14	 0	 0	 0000000000	 0	 []	 []	 []
11:19:14	 0	 0	 0000000000	 0	 []	 []	 []
11:19:14	 0	 0	 0000000000	 0	 []	 []	 []
11:19:14	 0	 0	 0000000000	 0	 []	 []	 []
11:19:14	 8	 0	 0001000000	 0	 [4]	 []	 []
11:19:15	 512	 0	 0000000001	 0	 [10]	 []	 []
11:19:15	 16	 0	 0000100000	 0	 [5]	 []	 []
11:19:15	 0	 0	 0000000000	 0	 []	 []	 []
11:19:15	 0	 0	 0000000000	 0	 []	 []	 []
11:19:15	 4	 0	 0010000000	 0	 [3]	 []	 []
11:19:15	 64	 0	 0000001000	 0	 [7]	 []	 []
11:19:15	 0	 0	 0000000000	 0	 []	 []	 []
11:19:15	 0	 0	 0000000000	 0	 []	 []	 []
11:19:15	 0	 0	 0000000000	 0	 []	 []	 []
11:19:15	 0	 0	 0000000000	 0	 []	 []	 []
11:19:15	 0	 0	 0000000000	 0	 []	 []	 []
11:19:15	 0	 0	 0000000000	 0	 []	 []	 []
11:19:15	 0	 0	 0000000000	 0	 []	 []	 []
11:19:15	 0	 0	 0000000000	 0	 []	 []	 []
11:19:15	 256	 0	 0000000010	 0	 [9]	 []	 []
11:19:15	 1	 0	 1000000000	 0	 [1]	 []	 []
11:19:15	 0	 0	 0000000000	 0	 []	 []	 []
11:19:15	 0	 0	 0000000000	 0	 []	 []	 []
11:19:15	 0	 0	 0000000000	 0	 []	 []	 []
11:19:15	 0	 0	 0000000000	 0	 []	 []	 []
11:19:15	 0	 0	 0000000000	 0	 []	 []	 []
11:19:15	 8	 0	 0001000000	 0	 [4]	 []	 []
11:19:15	 16	 0	 0000100000	 0	 [5]	 []	 []
11:19:15	 0	 0	 0000000000	 0	 []	 []	 []
11:19:15	 32	 0	 0000010000	 0	 [6]	 []	 []
11:19:15	 320	 0	 0000001010	 0	 [7, 9]	 []	 []
11:19:15	 0	 0	 0000000000	 0	 []	 []	 []
11:19:15	 0	 0	 0000000000	 0	 []	 []	 []
11:19:15	 0	 0	 0000000000	 0	 []	 []	 []
11:19:15	 0	 0	 0000000000	 0	 []	 []	 []
11:19:15	 0	 0	 0000000000	 0	 []	 []	 []
11:19:15	 0	 0	 0000000000	 0	 []	 []	 []
11:19:15	 16	 0	 0000100000	 0	 [5]	 []	 []
11:19:15	 8	 0	 0001000000	 0	 [4]	 []	 []
11:19:15	 0	 0	 0000000000	 0	 []	 []	 []
11:19:15	 1	 0	 1000000000	 0	 [1]	 []	 []
11:19:15	 0	 0	 0000000000	 0	 []	 []	 []
11:19:15	 1	 0	 1000000000	 0	 [1]	 []	 []
11:19:15	 0	 0	 0000000000	 0	 []	 []	 []
11:19:15	 64	 256	 0000001000	 000000001	 [7]	 [9]	 [0, 0, 0, 0, 0, 0, 0, 0, 1]
11:19:15	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 0, 1]
11:19:15	 256	 64	 0000000010	 0000001	 [9]	 [7]	 [0, 0, 0, 0, 0, 0, 1]
11:19:15	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 1]
11:19:15	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 1]
11:19:15	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 1]
11:19:15	 264	 64	 0001000010	 0000001	 [4, 9]	 [7]	 [0, 0, 0, 0, 0, 0, 1]
11:19:15	 512	 0	 0000000001	 0	 [10]	 []	 [0, 0, 0, 0, 0, 0, 1]
11:19:15	 8	 256	 0001000000	 000000001	 [4]	 [9]	 [0, 0, 0, 0, 0, 0, 0, 0, 1]
11:19:15	 5	 0	 1010000000	 0	 [1, 3]	 []	 [0, 0, 0, 0, 0, 0, 0, 0, 1]
11:19:15	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 0, 1]
11:19:15	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 0, 0, 1]
11:19:16	 832	 8	 0000001011	 0001	 [7, 9, 10]	 [4]	 [0, 0, 0, 1]
11:19:16	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 1]
11:19:16	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 1]
11:19:16	 512	 320	 0000000001	 000000101	 [10]	 [7, 9]	 [0, 0, 0, 0, 0, 0, 2, 0, 2]
11:19:16	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 0, 0, 0, 2, 0, 2]
11:19:16	 40	 256	 0001010000	 000000001	 [4, 6]	 [9]	 [0, 0, 0, 0, 0, 0, 0, 0, 1]
11:19:16	 128	 0	 0000000100	 0	 [8]	 []	 [0, 0, 0, 0, 0, 0, 0, 0, 1]
11:19:16	 32	 8	 0000010000	 0001	 [6]	 [4]	 [0, 0, 0, 1]
11:19:16	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 1]
11:19:16	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 1]
11:19:16	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 1]
11:19:16	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 1]
11:19:16	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 1]
11:19:16	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 1]
11:19:16	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 1]
11:19:16	 128	 0	 0000000100	 0	 [8]	 []	 [0, 0, 0, 1]
11:19:16	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 1]
11:19:16	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 1]
11:19:16	 0	 0	 0000000000	 0	 []	 []	 [0, 0, 0, 1]
