,P20865_126_S107_L004,P20865_122_S103_L004,P20865_114_S95_L004,P20865_113_S94_L004,P20865_105_S86_L004,P20865_102_S83_L004,P20865_120_S101_L004,P20865_135_S116_L004,P20865_139_S120_L004,P20865_131_S112_L004,P20865_112_S93_L004,P20865_134_S115_L004,P20865_144_S125_L004,P20865_111_S92_L004,P20865_171_S152_L004,P20865_141_S122_L004,P20865_130_S111_L004,P20865_151_S132_L004,P20865_153_S134_L004,P20865_132_S113_L004,P20865_110_S91_L004,P20865_115_S96_L004,P20865_125_S106_L004,P20865_109_S90_L004,P20865_160_S141_L004,P20865_155_S136_L004,P20865_107_S88_L004,P20865_161_S142_L004,P20865_129_S110_L004,P20865_119_S100_L004,P20865_168_S149_L004,P20865_158_S139_L004,P20865_149_S130_L004,P20865_121_S102_L004,P20865_127_S108_L004,P20865_146_S127_L004,P20865_166_S147_L004,P20865_123_S104_L004,P20865_170_S151_L004,P20865_169_S150_L004,P20865_142_S123_L004,P20865_162_S143_L004,P20865_133_S114_L004,P20865_163_S144_L004,P20865_145_S126_L004,P20865_165_S146_L004,P20865_154_S135_L004,P20865_101_S82_L004,P20865_103_S84_L004,P20865_108_S89_L004,P20865_143_S124_L004,P20865_136_S117_L004,P20865_150_S131_L004,P20865_128_S109_L004,P20865_152_S133_L004,P20865_106_S87_L004,P20865_164_S145_L004,P20865_138_S119_L004,P20865_159_S140_L004,P20865_156_S137_L004,P20865_157_S138_L004,P20865_147_S128_L004,P20865_137_S118_L004,P20865_104_S85_L004,P20865_116_S97_L004,P20865_140_S121_L004,P20865_118_S99_L004,P20865_124_S105_L004,P20865_117_S98_L004,P20865_167_S148_L004,P20865_148_S129_L004
msp_0500,0,0,1.75295564304676e-07,0,0,0,0,0,0,2.70092620837633e-08,0,0,0,1.62543611056736e-06,4.54697644705177e-07,0,2.19833600063428e-08,3.20952138119939e-08,0,0,0,0,0,0,0,0,0,0,2.80831700220272e-07,0,0,0,0,1.99235153520711e-08,0,0,0,0,6.61395434877536e-07,0,2.19937769805455e-07,8.7843942304377e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67988282690224e-07,0,0,5.34582504911353e-08,0,0,0,0,0
msp_0501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47116526291672e-08,0,0,0,0,0,0,0,0,0,0,0
msp_0502,5.92625440637322e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23766408914862e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93195545595256e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.61540311836246e-07,0,0,0,1.87745435057866e-07,0,0,1.10350877836315e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23565103485825e-07,0,0,0,0,3.39707594516444e-07,0,0,1.36246213083337e-06,0,0,0,0,0,0,0,0,0
msp_0504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18612417467502e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15532948950729e-07,0,0,0,0,0,0,0,0,0,0,0,0
msp_0506,1.3384778192579e-07,3.36225827752325e-07,1.97551802544047e-07,0,6.38972518068843e-07,0,3.87757318475544e-07,0,0,3.94291346263269e-07,2.33279178946868e-07,0,5.53447163253589e-08,7.35955961783502e-08,2.44294729139035e-07,4.37368475794649e-08,1.09346725290669e-07,1.76891264738477e-07,0,2.32827771107012e-07,0,1.93374192643983e-07,1.11473711079504e-07,8.25337458713909e-08,4.7594154667184e-07,1.94985644116117e-07,0,1.08011041209012e-07,1.83174812386949e-07,2.38568827065348e-07,3.94496437031421e-06,3.63154703253991e-07,6.56207541775528e-07,6.74467183505436e-07,1.51708527391018e-06,1.55108863776467e-07,0,3.99394073671395e-07,3.12317273982986e-07,6.30823386415092e-08,0,1.80657319589981e-07,2.768614850516e-07,0,3.11745775167676e-07,5.35068933625754e-08,4.05028774729412e-07,0,0,0,0,5.85603284642195e-08,0,0,3.36725060411135e-07,0,2.1341003137679e-08,2.3388765848759e-07,0,3.53721740573901e-07,7.7445343968858e-08,1.41856926189518e-07,1.59668457069274e-07,1.76880611219251e-07,8.35604606945238e-08,2.3407421243801e-07,1.48708696666556e-07,0,2.36725114541378e-08,0,7.75746325471067e-08
msp_0507,0,0,1.98499787368474e-07,0,0,0,0,1.1390802250482e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37918746203238e-06,0,0,0,0,2.83160710429294e-07,7.20478593026281e-07,0,0,0,0,0,0,0
msp_0508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48599166945647e-07,0,0,0,0,0,0,0,3.36354737058837e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35986547998177e-06,0,0,0,0,0,0,0,0,0,0,0,0
msp_0509,1.13141601342631e-07,2.90296387190882e-07,0,0,0,1.13293192498532e-07,4.07195475963867e-07,0,0,0,2.40091554939864e-07,0,0,0,0,0,0,0,8.7500046552939e-08,0,4.84711716927265e-07,1.29954994966466e-07,0,0,0,3.53421768411965e-07,0,1.18741165131056e-07,2.08871497253016e-07,0,2.54948971508582e-06,0,5.30871032387366e-07,0,1.66825137345711e-06,0,0,4.9660944100926e-07,0,0,0,4.20409835933167e-07,2.20597169545844e-07,1.07105026214456e-07,0,2.30016087457487e-07,3.22586429885661e-07,0,0,0,0,0,0,9.97724150180142e-08,2.60716803766876e-07,0,2.66744779618455e-07,0,0,0,8.1537314975251e-08,0,2.31382950856098e-07,1.12355635637111e-07,8.07021407646925e-08,0,0,0,6.76773283127472e-08,2.17049489292959e-07,0
msp_0510,0,0,0,0,0,3.26383930773808e-07,5.5906790257281e-08,3.58945502501711e-08,0,3.91120639724152e-08,2.9224427686902e-08,1.46700702343255e-07,0,0,0,0,2.15740594266287e-08,0,0,3.83035406969791e-08,1.3927426663482e-07,0,0,0,0,0,0,0,1.61641823053379e-08,0,0,0,1.61500709063076e-06,0,2.14899870940221e-07,0,0,0,0,0,0,2.13756675751172e-08,9.29505947607916e-08,3.16679918248661e-08,1.64559548352476e-08,5.96960173903689e-09,2.73566136116092e-09,0,0,0,0,2.01318902744514e-08,0,3.88187800492036e-08,0,3.44153951244232e-07,0,0,0,0,2.2360099504123e-08,0,0,1.20803943245008e-08,0,3.97103018340517e-08,8.07563608948089e-08,0,0,4.97212581628801e-07,0
msp_0511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08541942121123e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4742319351803e-06,0,0,0,0,0,0,0,0,0,0,0
msp_0512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94793546083554e-08,0,0,0,1.73755318171983e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10416799271188e-07,0,0,0,0,0,0,0,0,0,0,0
msp_0513,0,3.91136127205765e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.23747279721959e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15667622295625e-07,0,0,0,0,0,0,0,0,0,0,0
msp_0516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20615163207219e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00556974656186e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.66718639395117e-07,0,0,0,2.55443617167188e-07,0,0,0,0,0,0,0,0,0,0,8.55696102741242e-08,0,0,0,2.7777699562451e-07,0,0,0,0,0,0,1.10287164006443e-06,0,0,0,0,0,0,0,0,1.496348823441e-08
msp_0521,0,3.50526439145343e-06,0,0,0,0,0,0,0,1.33019682975755e-06,0,0,0,0,1.07674307845695e-06,0,3.6539751918608e-07,1.13893446662531e-06,0,0,0,0,0,0,2.41627452163459e-07,0,0,0,0,2.97488407977545e-08,0,4.34902057006018e-07,0,0,0,0,0,1.73954554632861e-06,1.68238548669813e-07,2.51180693979604e-06,0,0,0,0,0,0,0,0,3.60913694450972e-06,0,0,0,0,0,0,0,0,0,1.41525916264887e-06,0,0,0,0,0,0,0,0,0,0,0,3.40054984632336e-07
msp_0522,4.63504433172728e-08,0,5.59310947009373e-08,0,1.03023045281415e-08,0,2.60398111846282e-07,3.30029333956931e-08,0,3.89155650821256e-08,9.98143702680202e-08,4.67832280855103e-07,0,1.74065399669544e-07,0,4.66864597152253e-08,1.56615107491543e-08,1.15288744453e-08,5.72222609517257e-07,3.76715415578947e-08,2.41612679805698e-07,0,1.89019390464219e-07,0,0,3.59615744343186e-08,1.60714571134418e-07,0,4.80521094396563e-08,1.41931807853947e-08,0,4.98647200778529e-08,5.13938766106504e-07,0,4.61404392677719e-07,9.10029944181172e-09,0,0,0,0,3.5325592075031e-09,3.47140507173398e-07,5.0459902778926e-07,3.57111711244099e-08,4.55704535225182e-07,6.24313235898149e-08,9.58030956563917e-09,0,0,0,0,0,0,1.10163469000057e-07,3.34124690486571e-08,2.64521717028281e-08,3.00357811260908e-07,1.22934146456696e-08,0,0,1.23537236102549e-07,3.77877906081847e-08,7.83801545522704e-08,0,0,1.08377905772691e-07,3.30708922866721e-07,4.30880939779944e-07,3.38567287343988e-08,1.91762951723972e-06,0
msp_0524,0,0,0,0,0,0,0,0,0,2.02572853505201e-06,0,0,0,6.32484572223347e-07,0,0,3.63093023201272e-08,4.07292578889465e-08,0,4.29939790673432e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13765942326407e-08,0,0,0,0,0,0,0,9.78497614509388e-07,0,0,0,0,0,0,0,0,0,1.87175047311529e-07,0,0,1.74777157570026e-07,0,0,0,0,0,0,0,0,0
msp_0525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07447540074299e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0526,0,1.11011273306869e-06,0,0,0,0,0,0,0,0,0,0,0,2.83311198322375e-06,6.11577096578949e-07,0,6.98118139794001e-07,1.78081406862785e-06,0,0,0,0,2.01247972412573e-06,0,0,2.77637971429293e-07,0,0,0,0,0,5.67966742125858e-07,0,3.91665273110437e-07,0,9.62294412148438e-07,0,0,4.02804935560156e-07,2.39219948341644e-07,2.58986486220024e-07,1.68717698163372e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1167816039532e-07,0,0,0,0,0,0,0,7.96421619135283e-07,0,0,3.79026504041323e-07,0,0
msp_0527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56423712932163e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11335864360397e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75990781286046e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5712376201104e-06,0,0,0,0,0,0,0,0,0,0,0
msp_0530,0,9.19976567738494e-08,2.13663723493356e-07,0,0,0,7.25101821516416e-07,0,0,2.81520394565786e-07,0,0,0,0,4.24045211126933e-07,6.3073111934203e-07,2.39408798691951e-07,1.12075939812696e-07,0,4.96490664113185e-07,0,0,1.70825059521093e-07,0,2.0509332250707e-07,2.0490008648173e-08,0,4.70726883741553e-07,0,0,3.55534172781767e-06,0,0,3.21090857466447e-07,0,5.98251742657048e-08,0,3.08529657041712e-07,2.03705856179669e-06,2.15449616086993e-07,0,0,0,0,0,0,5.56441271691979e-07,0,0,0,0,0,0,0,7.91536499252438e-07,0,0,0,0,2.06746703914681e-07,0,4.12051401220588e-08,0,0,0,0,0,0,1.68158219309213e-08,0,1.01322749420649e-07
msp_0532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74602907221359e-07,0,0,0,0,0,0,0,0,0,0,1.95894578245873e-06,0,0,0,0,0,0,0,0,0,0,0,0,3.78894542102558e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0533,0,2.34392350361046e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.19320274780398e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0534,0,1.35902336921461e-07,0,0,0,0,0,0,0,0,0,0,0,0,3.81551976965526e-08,0,0,1.32192406076391e-06,0,0,0,0,0,0,5.11759197779139e-07,0,0,0,0,1.25974878813094e-07,0,0,0,0,0,0,0,7.64438165082661e-08,0,1.77075160025441e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.91096143249559e-07,0,1.38535736587532e-08,0,0,0,0,3.10287845258229e-08,0,0,0,0,0,0
msp_0535,0,1.84329794633792e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22696663494089e-06,0,0,0,0,0,0,5.15879440659454e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42308254159567e-08,0,0,0,0,0,0,0,0,1.1045061320319e-07,0,0,0,0,0,7.00598745036338e-08,0,6.03325640806136e-08,0,0,0,0,0,0,0,9.63337372077857e-08,0,0,0,0,0,0,1.23385034658172e-07,0,0,0,0,0
msp_0537,0,0,1.14401432470178e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0538,6.68622160431918e-06,0,0,0,0,0,1.20124921592306e-06,0,0,0,0,0,0,3.55980222948672e-07,0,0,0,5.04713653186905e-07,0,0,0,0,0,0,0,0,0,0,0,8.03623638152582e-07,0,9.36239166315535e-07,0,0,5.1107849411641e-07,2.2262026217003e-07,0,0,0,4.95906757925526e-07,1.19806942240088e-06,0,0,0,3.18921990161662e-06,0,0,0,0,0,0,0,0,0,3.72783234748418e-06,0,0,0,2.2844422284896e-06,0,0,1.65294638377769e-07,0,3.47314142700278e-06,0,0,0,0,0,0,0
msp_0540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21471263954624e-07,0,0,0,0,0,0,0,0,0,0,0
msp_0541,0,0,1.087853216825e-08,0,0,0,0,0,0,4.87875426452951e-08,0,0,0,9.52976958936445e-06,0,0,1.87430452375327e-07,1.42881772187496e-07,0,6.23593084084629e-08,3.48632109905487e-09,0,0,0,0,0,0,0,0,0,0,1.27342904893274e-07,4.99518107713119e-09,1.59244823585337e-06,0,9.02286017126593e-08,0,0,0,6.42802527247618e-08,5.88853646019188e-07,2.35028239844268e-07,0,0,0,2.73348921520386e-08,0,0,2.33735657238414e-08,0,9.57735466109166e-08,0,0,0,1.21089641261283e-08,0,7.40705125228255e-08,2.00532762902843e-08,1.29519211125125e-06,3.20440901925667e-08,0,6.5773511509535e-06,0,0,0,0,0,0,1.27536895009335e-08,0,0
msp_0542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40689785553249e-08,0,0,1.77819579189182e-07,0,0,4.36664302514573e-08,0,2.22104524257673e-07,0,0,0,0,0,0,0,0,0,1.96582601337711e-07,0,0,0,0,7.29383080458783e-09,0,0,0,0,0,0,0,0,0,2.00222097016287e-07,0,0,0,0,4.44230930148041e-08,0,0,0,0,3.52022124959897e-08,0,0,0,0,0,0
msp_0545,0,0,0,0,2.72427077637098e-08,0,0,4.24749469443324e-08,0,1.26796623695939e-06,2.45232863833827e-08,8.31519189724578e-07,0,2.29402636212074e-07,1.39839416581103e-08,1.97763854588941e-08,7.70810905655296e-07,0,0,7.86852044188025e-07,0,0,2.62586293651765e-08,0,0,0,0,0,0,0,0,1.78024103475206e-08,3.47492476586667e-06,0,0,0,0,0,0,0,2.05007262831063e-06,0,1.19299888637402e-08,0,0,0,0,0,1.74431384631619e-06,0,0,0,0,0,5.71565730624849e-09,6.82342092992667e-07,0,0,4.87814602169992e-07,2.33370855929096e-08,0,0,0,0,0,1.47315147300385e-07,0,0,4.11405336716042e-09,0,0
msp_0546,0,3.89473942374232e-06,1.35764887878211e-06,0,0,0,0,0,0,0,0,0,1.48895162518389e-06,0,0,0,0,1.51694072684172e-05,0,0,0,0,0,0,8.32786140542065e-07,0,0,2.35249862342941e-06,0,0,0,0,0,3.72150913279463e-07,0,8.00598125086168e-07,0,1.51011933015295e-06,0,6.44344889440262e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39048327364655e-06,1.7329734743531e-06,0,0,0,0,3.86042842079156e-07,0,2.09760340607755e-06,0,0,3.35426820676938e-08,0,0,0,0,0,0
msp_0547,2.13036956095294e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,9.31576504244011e-07,0,0,0,0,0,0,0,0,0,0,1.80476916452734e-06,0,0,0,0,0,1.39260856168305e-06,0,0,1.16727082967634e-06,2.92141106982312e-06,0,0,6.96771015932605e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81524476463839e-06,0,0,1.83722729748723e-06,0,0,0,0,0,0,0,0,0
msp_0551,5.01153913397186e-07,4.91437711123815e-07,0,0,0,0,7.69857833262244e-07,0,0,2.36391920292328e-07,0,0,2.69043300148178e-07,0,0,3.98441377739171e-07,3.28232415048681e-07,4.68340145791645e-08,0,2.7791665042605e-07,0,0,0,1.39055480985298e-06,1.43226824476207e-07,0,0,1.40307650491798e-07,0,0,0,0,0,0,0,1.10975401011367e-07,0,4.55841503182892e-07,0,8.19793410237041e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61274908906117e-07,0,3.06591146075485e-07,0,3.91864333318455e-07,0,0,0,0,0,0,0
msp_0552,0,0,6.88196410912249e-09,0,0,0,2.55526876021841e-08,0,0,0,0,0,0,0,0,0,2.18721088238652e-08,0,0,4.78956411289071e-08,0,0,0,0,0,5.37906320183044e-08,0,0,0,0,0,0,0,0,0,0,0,8.36725426369707e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02389209259013e-09,0,0
msp_0553,0,8.07625230859678e-07,3.09302582909049e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63705270537314e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.60050206569435e-07,0,2.95062958601535e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64664871827724e-07,0,0,0,0,3.42375469337404e-07,0,0,0,0,0,0,0,0,0,0,0
msp_0554,0,1.2523600636942e-06,5.63700826624324e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70542517075501e-06,0,0,6.22350468607903e-07,0,0,0,1.87677665190024e-07,0,0,0,0,8.98983872863586e-09,0,2.48411969522394e-07,0,7.01903175280333e-08,0,0,0,1.06686158300159e-06,0,2.5801159822545e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.744861094185e-08,1.59087489002333e-06,7.27927074027296e-08,0,0,0,0,0
msp_0555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73926089848277e-06,0,4.3516492115082e-06,0,0,0,0,0,0,0,0,1.5682635005722e-06,0,0,0,0,0,3.36354049073636e-06,0,3.22086495657313e-07,0,0,0,0,5.3719092469143e-08,0,2.40413960013647e-06,2.33221367574841e-08,0,0,0,0,0,0,0,0,5.35523606438431e-07,0,0,0,1.5057993922172e-06,0,0,0,2.14107664656813e-06,8.61693933998524e-08,0,0,0,0,0,0,0,0,0,0,0
msp_0556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14986619125586e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70818371610562e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0558,0,0,1.19242153831375e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6540419629866e-07,0,0,0,0,9.03368460552079e-09,0,0,0,2.92739776959521e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43009749028978e-07,0,0,1.94777828812713e-07,0,0,0,0,0,0,2.5658931259272e-08,0,0,0,0,0,0
msp_0559,0,1.37899907748346e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11136367534455e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0560,0,0,5.42523108746329e-08,0,0,0,0,0,0,1.10494433996645e-07,0,0,0,8.29467960492702e-07,8.45748475634616e-08,0,2.27409712226683e-07,9.41769562190735e-07,0,7.64219501092007e-08,0,0,0,0,0,3.20270062711265e-07,0,0,0,0,0,9.0267033549977e-08,0,9.30212218732613e-09,0,1.6857598141306e-07,0,0,9.76957941604422e-08,0,7.23304837795566e-09,0,0,0,0,0,0,0,3.99646268212286e-08,0,0,0,0,0,1.93547980989865e-07,0,0,0,5.08910362968934e-07,0,0,2.4579333616149e-07,0,0,0,3.57851404773791e-08,0,0,0,0,0
msp_0561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94461175057768e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.19935383639106e-09,0,0,0,1.48941752822123e-08,0,0,0,0,0,3.49681945731269e-08,0,0,0,2.07922913050788e-07,0,0
msp_0562,3.73259705136079e-08,0,6.69404356078088e-08,0,0,0,1.63189660313933e-07,1.03765426995302e-07,0,0,0,1.12897397647379e-07,0,0,0,0,0,0,0,0,0,0,2.11388952399295e-07,0,0,0,0,0,0,0,0,0,0,0,6.92460377409036e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34037089713608e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0563,0,1.24930538905679e-07,9.57040112096146e-08,0,0,0,4.84136813852661e-08,7.07972626675324e-08,0,0,4.64087537251322e-08,0,0,0,8.24545655808262e-08,2.12581780049324e-08,0,7.27566331650511e-08,0,0,0,0,3.15453170669874e-08,0,2.5330345692074e-07,6.7283155364547e-08,0,6.43099990168782e-08,6.5460992466294e-08,8.33710404503596e-08,0,9.80794539696716e-08,0,3.58340712947383e-07,0,8.68975956184871e-08,0,1.50095938996383e-07,3.05522021469498e-08,0,0,3.18622104901544e-08,0,0,0,0,3.4606930518111e-08,0,0,0,0,0,0,1.78144928497956e-08,1.48972428598387e-07,0,0,2.15802776808367e-07,0,2.75909231344923e-08,0,9.97094967216267e-08,3.01806751659838e-08,3.47309697067973e-08,4.71177564620028e-08,3.1100542893913e-08,0,0,0,0,6.04479639556997e-08
msp_0564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.67914190271033e-08,0,0,0,0,0,0,0,0,0,0,0,0,8.68160522026176e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0565,0,4.81384996923008e-08,6.94954631739872e-08,0,0,0,1.8383362928975e-08,0,0,2.47378267135246e-07,3.76308029359121e-07,0,0,6.07177944386608e-06,0,0,9.14533580394588e-08,8.04213442065257e-09,0,7.54929535669227e-08,6.54138124970193e-08,0,2.13522115543588e-07,0,0,0,0,0,0,0,0,4.81917822459754e-09,2.28761240405387e-06,3.90157554633515e-08,0,0,0,6.6918344174484e-08,0,0,2.84107871074454e-06,4.4926886966536e-07,4.9829381587887e-07,6.80619573525647e-09,7.84870676923221e-07,3.74921429826463e-08,2.35933455050466e-07,0,4.95956853946728e-07,0,0,0,0,7.14991412376189e-09,2.56596833754053e-08,9.93013790282244e-08,1.62083786691772e-07,2.85924944389749e-08,1.95028617281835e-08,0,1.69490257689587e-08,1.83002935081348e-08,7.74385441975069e-08,0,0,5.48131061166894e-08,0,0,0,2.74031684953245e-08,0
msp_0566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57682299802473e-07,0,0,0,0,0,0,0,4.18606547927192e-08,0,2.56033512433936e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1813622729348e-08,0,0
msp_0567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69804877117653e-06,0,0,0,0,0,5.14503763346206e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95654747698678e-05,0,0,0,0,0,0,0,0,0,0,0,0
