time, inp, bininp, pre, binpre
11:14:00, 432, 0000110110, 432, 000011011
11:14:00, 144, 0000100100, 432, 000011011
11:14:00, 784, 0000100011, 784, 0000100011
11:14:00, 577, 1000001001, 768, 0000000011
11:14:00, 768, 0000000011, 768, 0000000011
11:14:00, 80, 0000101000, 768, 0000000011
11:14:00, 384, 0000000110, 768, 0000000011
11:14:00, 2, 0100000000, 768, 0000000011
11:14:00, 0, 0000000000, 768, 0000000011
11:14:00, 576, 0000001001, 768, 0000000011
11:14:00, 74, 0101001000, 768, 0000000011
11:14:00, 37, 1010010000, 768, 0000000011
11:14:00, 130, 0100000100, 768, 0000000011
11:14:00, 406, 0110100110, 896, 0000000111
11:14:00, 4, 0010000000, 896, 0000000111
11:14:00, 512, 0000000001, 896, 0000000111
11:14:00, 8, 0001000000, 896, 0000000111
11:14:00, 387, 1100000110, 896, 0000000111
11:14:00, 546, 0100010001, 896, 0000000111
11:14:00, 168, 0001010100, 896, 0000000111
11:14:00, 584, 0001001001, 896, 0000000111
11:14:00, 16, 0000100000, 896, 0000000111
11:14:00, 166, 0110010100, 896, 0000000111
11:14:00, 16, 0000100000, 896, 0000000111
11:14:00, 159, 1111100100, 896, 0000000111
11:14:00, 144, 0000100100, 896, 0000000111
11:14:00, 401, 1000100110, 896, 0000000111
11:14:00, 376, 0001111010, 896, 0000000111
11:14:00, 160, 0000010100, 896, 0000000111
11:14:00, 32, 0000010000, 896, 0000000111
11:14:00, 160, 0000010100, 896, 0000000111
11:14:00, 321, 1000001010, 896, 0000000111
11:14:00, 64, 0000001000, 896, 0000000111
11:14:00, 309, 1010110010, 896, 0000000111
11:14:00, 200, 0001001100, 896, 0000000111
11:14:00, 770, 0100000011, 896, 0000000111
11:14:00, 544, 0000010001, 896, 0000000111
11:14:00, 769, 1000000011, 896, 0000000111
11:14:00, 771, 1100000011, 896, 0000000111
11:14:00, 1, 1000000000, 896, 0000000111
11:14:00, 100, 0010011000, 896, 0000000111
11:14:00, 0, 0000000000, 896, 0000000111
11:14:00, 18, 0100100000, 896, 0000000111
11:14:00, 258, 0100000010, 896, 0000000111
11:14:00, 0, 0000000000, 896, 0000000111
11:14:00, 170, 0101010100, 896, 0000000111
11:14:00, 192, 0000001100, 896, 0000000111
11:14:00, 65, 1000001000, 896, 0000000111
11:14:00, 2, 0100000000, 896, 0000000111
11:14:00, 5, 1010000000, 896, 0000000111
11:14:00, 833, 1000001011, 896, 0000000111
11:14:00, 388, 0010000110, 896, 0000000111
11:14:00, 360, 0001011010, 896, 0000000111
11:14:00, 512, 0000000001, 896, 0000000111
11:14:00, 418, 0100010110, 896, 0000000111
11:14:00, 288, 0000010010, 896, 0000000111
11:14:00, 0, 0000000000, 896, 0000000111
11:14:00, 546, 0100010001, 896, 0000000111
11:14:00, 2, 0100000000, 896, 0000000111
11:14:00, 40, 0001010000, 896, 0000000111
11:14:00, 186, 0101110100, 896, 0000000111
11:14:00, 776, 0001000011, 896, 0000000111
11:14:00, 584, 0001001001, 896, 0000000111
11:14:00, 132, 0010000100, 896, 0000000111
11:14:00, 1, 1000000000, 896, 0000000111
11:14:00, 528, 0000100001, 896, 0000000111
11:14:00, 112, 0000111000, 896, 0000000111
11:14:00, 688, 0000110101, 896, 0000000111
11:14:00, 305, 1000110010, 896, 0000000111
11:14:00, 512, 0000000001, 896, 0000000111
11:14:00, 536, 0001100001, 896, 0000000111
11:14:00, 24, 0001100000, 896, 0000000111
11:14:00, 317, 1011110010, 768, 0000000011
11:14:00, 12, 0011000000, 768, 0000000011
11:14:00, 16, 0000100000, 768, 0000000011
11:14:00, 384, 0000000110, 768, 0000000011
11:14:00, 768, 0000000011, 768, 0000000011
11:14:00, 160, 0000010100, 768, 0000000011
11:14:00, 48, 0000110000, 768, 0000000011
11:14:00, 525, 1011000001, 768, 0000000011
11:14:00, 64, 0000001000, 768, 0000000011
11:14:00, 17, 1000100000, 768, 0000000011
11:14:00, 2, 0100000000, 768, 0000000011
11:14:00, 473, 1001101110, 896, 0000000111
11:14:00, 192, 0000001100, 896, 0000000111
11:14:00, 144, 0000100100, 896, 0000000111
11:14:00, 64, 0000001000, 896, 0000000111
11:14:00, 260, 0010000010, 896, 0000000111
11:14:00, 533, 1010100001, 896, 0000000111
11:14:00, 262, 0110000010, 896, 0000000111
11:14:00, 384, 0000000110, 896, 0000000111
11:14:00, 544, 0000010001, 896, 0000000111
11:14:00, 273, 1000100010, 896, 0000000111
11:14:00, 593, 1000101001, 768, 0000000011
11:14:00, 512, 0000000001, 768, 0000000011
11:14:00, 21, 1010100000, 768, 0000000011
11:14:00, 4, 0010000000, 768, 0000000011
11:14:00, 832, 0000001011, 768, 0000000011
11:14:00, 48, 0000110000, 768, 0000000011
11:14:00, 72, 0001001000, 768, 0000000011
11:14:00, 0, 0000000000, 768, 0000000011
11:14:00, 41, 1001010000, 768, 0000000011
11:14:00, 673, 1000010101, 896, 0000000111
11:14:00, 8, 0001000000, 896, 0000000111
11:14:00, 536, 0001100001, 896, 0000000111
11:14:00, 133, 1010000100, 896, 0000000111
11:14:00, 104, 0001011000, 896, 0000000111
11:14:00, 257, 1000000010, 896, 0000000111
11:14:00, 0, 0000000000, 896, 0000000111
11:14:00, 0, 0000000000, 896, 0000000111
11:14:00, 128, 0000000100, 896, 0000000111
11:14:00, 2, 0100000000, 896, 0000000111
11:14:00, 273, 1000100010, 896, 0000000111
11:14:00, 1, 1000000000, 896, 0000000111
11:14:00, 552, 0001010001, 768, 0000000011
11:14:00, 608, 0000011001, 768, 0000000011
11:14:00, 529, 1000100001, 768, 0000000011
11:14:00, 178, 0100110100, 768, 0000000011
11:14:00, 21, 1010100000, 768, 0000000011
11:14:00, 918, 0110100111, 896, 0000000111
11:14:00, 584, 0001001001, 896, 0000000111
11:14:00, 656, 0000100101, 896, 0000000111
11:14:00, 2, 0100000000, 896, 0000000111
11:14:00, 138, 0101000100, 896, 0000000111
11:14:00, 768, 0000000011, 896, 0000000111
11:14:00, 1, 1000000000, 896, 0000000111
11:14:00, 96, 0000011000, 896, 0000000111
11:14:00, 538, 0101100001, 896, 0000000111
11:14:00, 129, 1000000100, 896, 0000000111
11:14:00, 309, 1010110010, 896, 0000000111
11:14:00, 97, 1000011000, 896, 0000000111
11:14:00, 640, 0000000101, 896, 0000000111
11:14:00, 0, 0000000000, 896, 0000000111
11:14:00, 0, 0000000000, 896, 0000000111
11:14:00, 326, 0110001010, 768, 0000000011
11:14:00, 1, 1000000000, 768, 0000000011
11:14:00, 0, 0000000000, 768, 0000000011
11:14:00, 64, 0000001000, 768, 0000000011
11:14:00, 529, 1000100001, 768, 0000000011
11:14:00, 514, 0100000001, 768, 0000000011
11:14:00, 256, 0000000010, 768, 0000000011
11:14:00, 240, 0000111100, 896, 0000000111
11:14:00, 4, 0010000000, 896, 0000000111
11:14:00, 337, 1000101010, 896, 0000000111
11:14:00, 562, 0100110001, 896, 0000000111
11:14:00, 641, 1000000101, 896, 0000000111
11:14:00, 82, 0100101000, 896, 0000000111
11:14:00, 18, 0100100000, 896, 0000000111
11:14:00, 0, 0000000000, 896, 0000000111
11:14:00, 514, 0100000001, 896, 0000000111
11:14:00, 32, 0000010000, 896, 0000000111
11:14:00, 364, 0011011010, 768, 0000000011
11:14:00, 773, 1010000011, 768, 0000000011
11:14:00, 8, 0001000000, 768, 0000000011
11:14:00, 10, 0101000000, 768, 0000000011
11:14:00, 8, 0001000000, 768, 0000000011
11:14:00, 832, 0000001011, 768, 0000000011
11:14:00, 528, 0000100001, 768, 0000000011
11:14:00, 4, 0010000000, 768, 0000000011
11:14:00, 590, 0111001001, 768, 0000000011
11:14:00, 292, 0010010010, 768, 0000000011
11:14:00, 17, 1000100000, 768, 0000000011
11:14:00, 880, 0000111011, 768, 0000000011
11:14:00, 257, 1000000010, 768, 0000000011
11:14:00, 34, 0100010000, 768, 0000000011
11:14:00, 128, 0000000100, 768, 0000000011
11:14:00, 18, 0100100000, 768, 0000000011
11:14:00, 2, 0100000000, 768, 0000000011
11:14:00, 108, 0011011000, 768, 0000000011
11:14:00, 4, 0010000000, 768, 0000000011
11:14:00, 529, 1000100001, 768, 0000000011
11:14:00, 776, 0001000011, 768, 0000000011
11:14:00, 321, 1000001010, 768, 0000000011
11:14:00, 17, 1000100000, 768, 0000000011
11:14:00, 355, 1100011010, 768, 0000000011
11:14:00, 12, 0011000000, 768, 0000000011
11:14:00, 129, 1000000100, 768, 0000000011
11:14:00, 512, 0000000001, 768, 0000000011
11:14:00, 0, 0000000000, 768, 0000000011
11:14:00, 11, 1101000000, 768, 0000000011
11:14:00, 5, 1010000000, 768, 0000000011
11:14:00, 114, 0100111000, 768, 0000000011
11:14:00, 256, 0000000010, 768, 0000000011
11:14:00, 144, 0000100100, 768, 0000000011
11:14:00, 48, 0000110000, 768, 0000000011
11:14:00, 239, 1111011100, 896, 0000000111
11:14:00, 896, 0000000111, 896, 0000000111
11:14:00, 238, 0111011100, 896, 0000000111
11:14:00, 898, 0100000111, 896, 0000000111
11:14:00, 4, 0010000000, 896, 0000000111
11:14:00, 97, 1000011000, 896, 0000000111
11:14:00, 513, 1000000001, 896, 0000000111
11:14:00, 132, 0010000100, 896, 0000000111
11:14:00, 659, 1100100101, 896, 0000000111
11:14:00, 130, 0100000100, 896, 0000000111
11:14:00, 271, 1111000010, 896, 0000000111
11:14:00, 264, 0001000010, 896, 0000000111
11:14:00, 8, 0001000000, 896, 0000000111
11:14:00, 64, 0000001000, 896, 0000000111
11:14:00, 386, 0100000110, 896, 0000000111
11:14:00, 16, 0000100000, 896, 0000000111
11:14:00, 6, 0110000000, 896, 0000000111
11:14:00, 264, 0001000010, 896, 0000000111
11:14:00, 320, 0000001010, 896, 0000000111
11:14:00, 1, 1000000000, 896, 0000000111
11:14:00, 608, 0000011001, 896, 0000000111
11:14:00, 800, 0000010011, 896, 0000000111
11:14:00, 131, 1100000100, 896, 0000000111
11:14:00, 16, 0000100000, 896, 0000000111
11:14:00, 286, 0111100010, 896, 0000000111
11:14:00, 512, 0000000001, 896, 0000000111
11:14:00, 201, 1001001100, 896, 0000000111
11:14:00, 514, 0100000001, 896, 0000000111
11:14:00, 10, 0101000000, 896, 0000000111
11:14:00, 64, 0000001000, 896, 0000000111
11:14:00, 535, 1110100001, 896, 0000000111
11:14:00, 192, 0000001100, 896, 0000000111
11:14:00, 966, 0110001111, 896, 0000000111
11:14:00, 138, 0101000100, 896, 0000000111
11:14:00, 681, 1001010101, 896, 0000000111
11:14:00, 289, 1000010010, 896, 0000000111
11:14:00, 69, 1010001000, 896, 0000000111
11:14:00, 289, 1000010010, 896, 0000000111
11:14:00, 209, 1000101100, 896, 0000000111
11:14:00, 128, 0000000100, 896, 0000000111
11:14:00, 178, 0100110100, 896, 0000000111
11:14:00, 320, 0000001010, 896, 0000000111
11:14:00, 65, 1000001000, 896, 0000000111
11:14:00, 178, 0100110100, 896, 0000000111
11:14:00, 259, 1100000010, 896, 0000000111
11:14:00, 230, 0110011100, 896, 0000000111
11:14:00, 512, 0000000001, 896, 0000000111
11:14:00, 357, 1010011010, 896, 0000000111
11:14:00, 550, 0110010001, 896, 0000000111
11:14:00, 73, 1001001000, 896, 0000000111
11:14:00, 130, 0100000100, 896, 0000000111
11:14:00, 128, 0000000100, 896, 0000000111
11:14:00, 128, 0000000100, 896, 0000000111
11:14:00, 8, 0001000000, 896, 0000000111
11:14:00, 8, 0001000000, 896, 0000000111
11:14:00, 45, 1011010000, 896, 0000000111
11:14:00, 334, 0111001010, 896, 0000000111
11:14:00, 0, 0000000000, 896, 0000000111
11:14:00, 388, 0010000110, 896, 0000000111
11:14:00, 550, 0110010001, 896, 0000000111
11:14:00, 531, 1100100001, 896, 0000000111
11:14:00, 6, 0110000000, 896, 0000000111
11:14:00, 0, 0000000000, 896, 0000000111
11:14:00, 490, 0101011110, 896, 0000000111
11:14:00, 0, 0000000000, 896, 0000000111
11:14:00, 514, 0100000001, 896, 0000000111
11:14:00, 1, 1000000000, 896, 0000000111
11:14:00, 0, 0000000000, 896, 0000000111
11:14:00, 128, 0000000100, 896, 0000000111
11:14:00, 40, 0001010000, 896, 0000000111
11:14:00, 294, 0110010010, 896, 0000000111
11:14:00, 69, 1010001000, 896, 0000000111
11:14:00, 6, 0110000000, 896, 0000000111
11:14:00, 32, 0000010000, 896, 0000000111
11:14:00, 161, 1000010100, 896, 0000000111
11:14:00, 2, 0100000000, 896, 0000000111
11:14:00, 0, 0000000000, 896, 0000000111
11:14:00, 64, 0000001000, 896, 0000000111
11:14:00, 12, 0011000000, 896, 0000000111
11:14:00, 23, 1110100000, 896, 0000000111
11:14:00, 20, 0010100000, 896, 0000000111
11:14:00, 92, 0011101000, 896, 0000000111
11:14:00, 544, 0000010001, 896, 0000000111
11:14:00, 576, 0000001001, 896, 0000000111
11:14:00, 836, 0010001011, 896, 0000000111
11:14:00, 0, 0000000000, 896, 0000000111
11:14:00, 72, 0001001000, 896, 0000000111
11:14:00, 32, 0000010000, 896, 0000000111
11:14:00, 513, 1000000001, 896, 0000000111
11:14:00, 20, 0010100000, 896, 0000000111
11:14:00, 135, 1110000100, 896, 0000000111
11:14:00, 5, 1010000000, 896, 0000000111
11:14:00, 532, 0010100001, 896, 0000000111
11:14:00, 1, 1000000000, 896, 0000000111
11:14:00, 257, 1000000010, 896, 0000000111
11:14:00, 544, 0000010001, 896, 0000000111
11:14:00, 256, 0000000010, 896, 0000000111
11:14:00, 555, 1101010001, 896, 0000000111
11:14:00, 0, 0000000000, 896, 0000000111
11:14:00, 517, 1010000001, 896, 0000000111
11:14:00, 46, 0111010000, 896, 0000000111
11:14:00, 836, 0010001011, 896, 0000000111
11:14:00, 835, 1100001011, 896, 0000000111
11:14:00, 514, 0100000001, 896, 0000000111
11:14:00, 32, 0000010000, 896, 0000000111
11:14:00, 2, 0100000000, 896, 0000000111
11:14:00, 338, 0100101010, 896, 0000000111
11:14:00, 114, 0100111000, 896, 0000000111
11:14:00, 524, 0011000001, 896, 0000000111
11:14:00, 513, 1000000001, 896, 0000000111
11:14:00, 52, 0010110000, 896, 0000000111
11:14:00, 164, 0010010100, 896, 0000000111
11:14:00, 400, 0000100110, 896, 0000000111
11:14:00, 294, 0110010010, 896, 0000000111
11:14:00, 160, 0000010100, 896, 0000000111
11:14:00, 568, 0001110001, 896, 0000000111
11:14:01, 257, 1000000010, 896, 0000000111
11:14:01, 153, 1001100100, 896, 0000000111
11:14:01, 26, 0101100000, 896, 0000000111
11:14:01, 26, 0101100000, 896, 0000000111
